"name","rating","votes","address","phone","link"
"Aptech Learning & Aptech Av..","4.7","
														35														Votes
			","Office No.1,2 2nd Floor , Shree Balaji Square, Visat Gandhinagar Highway, Motera, Ahmedabad - 380005, Near D Mart & 4D Square  Mall","+(91)-9152385078","https://www.justdial.com/Ahmedabad/Aptech-Learning-Aptech-Aviation-Near-D-Mart-4D-Square-Mall-Motera/079PXX79-XX79-180320171041-N4S2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Yogi Shah Memory Power Inst..","4.9","
														11														Votes
			","H-512,Titanium City Center, Satellite, Ahmedabad - 380015, Near -Sachin Tower","+(91)-9152487572","https://www.justdial.com/Ahmedabad/Yogi-Shah-Memory-Power-Institute-Near-Sachin-Tower-Satellite/079PXX79-XX79-190211224405-G9D9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Achievers Academy","4.5","
														22														Votes
			","B 4, 2nd Floor, Radhe Mall, Khokhara Mehmadabad, Ahmedabad - 380008, Near Osiyaji Hiper Market","+(91)-9152228879","https://www.justdial.com/Ahmedabad/Achievers-Academy-Near-Osiyaji-Hiper-Market-Khokhara-Mehmadabad/079PXX79-XX79-140811152408-P1Y4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Human Care","4.8","
														32														Votes
			","Sahjanand Complex  1st Floor 3, Memnagar Gam Road, Memnagar, Ahmedabad - 380052, Near Petrol Pump","+(91)-9152178070","https://www.justdial.com/Ahmedabad/Human-Care-Near-Petrol-Pump-Memnagar/079PXX79-XX79-171215200350-K2T5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Early Job","3.9","
														62														Votes
			","A 4 104 Goyal Intercity, Drive In Road, Thaltej, Ahmedabad - 380054, Opposite T V Tower","+(91)-9152165579","https://www.justdial.com/Ahmedabad/Early-Job-Opposite-T-V-Tower-Thaltej/079P287469_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Apple Learning Station","4.2","
														55														Votes
			","133, Saman Complex, Near Kameshwar School, Satellite, Ahmedabad - 380015, Opposite Satyam Mall","+(91)-9152173472","https://www.justdial.com/Ahmedabad/Apple-Learning-Station-Opposite-Satyam-Mall-Satellite/079PXX79-XX79-140313110843-V6F6_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Smart Disha Academy","4.7","
														196														Votes
			","4th Floor Swagat Status 1, VIsat Gandhinagar Highway, Chandkheda, Ahmedabad - 382424, Near Visawkarma Engineering College","+(91)-9152102374","https://www.justdial.com/Ahmedabad/Smart-Disha-Academy-Near-Visawkarma-Engineering-College-Chandkheda/079PXX79-XX79-170222180020-E8K6_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Counselling Bureau","4.6","
														5														Votes
			","10 Pragati Society,, Ahmedabad - 380054, Near Upper Crust and Vastrapure Lake,","+(91)-9152166946","https://www.justdial.com/Ahmedabad/Counselling-Bureau-Near-Upper-Crust-and-Vastrapure-Lake-/079PXX79-XX79-171128184543-S5Q1_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Soni INDIA Marketing Compan..","4.2","
														47														Votes
			","317 Saffron Complex, Fateganj, Vadodara - 390002, Near Narhari Hospital","+(91)-9328239000","https://www.justdial.com/Vadodara/Soni-INDIA-Marketing-Company-Near-Narhari-Hospital-Fateganj/0265PX265-X265-150813163648-F8W9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Wesf","5.0","
														6														Votes
			","F-122, Katwaria Sarai, Delhi - 110016, Iit Delhi","+(91)-9152254008","https://www.justdial.com/Delhi/Wesf-Iit-Delhi-Katwaria-Sarai/011PXX11-XX11-190617120015-F6R7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Edge Academy","4.2","
														382														Votes
			","1-B-24, Mahaveer Nagar Extension, Kota-Rajasthan - 324005, Opposite Agni Shaman Kendra","+(91)-9461155543","https://www.justdial.com/Kota-Rajasthan/Edge-Academy-Opposite-Agni-Shaman-Kendra-Mahaveer-Nagar-Extension/9999PX744-X744-170331115735-F2L2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Pari Bharwani","4.2","
														5														Votes
			","18/8 Agicha House, R.A.K Marg, Wadala West, Mumbai - 400031, Opp to SBI Bank","+(91)-9152358762","https://www.justdial.com/Mumbai/Pari-Bharwani-Opp-to-SBI-Bank-Wadala-West/022PXX22-XX22-190704153229-Z3X4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Arihant Group Of College","4.3","
														146														Votes
			","Vill. Shantershah Post. Dollatpur, Oppt. Hotel Sarover Portico Roorkee Haridwar Highway Distt. Haridwar, Haridwar - 249402, Near Cristal World","+(91)-9759385777","https://www.justdial.com/Haridwar/Arihant-Group-Of-College-Near-Cristal-World/9999P1334-1334-181026202127-B6M5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Indian Hypnosis Institute","4.2","
														110														Votes
			","C Wing 705 B Mannubhai Tower, Sayaji Ganj, Vadodara - 390020, Opposite Art Faculty (M S University)","+(91)-9824876795","https://www.justdial.com/Vadodara/Indian-Hypnosis-Institute-Opposite-Art-Faculty-(M-S-University)-Sayaji-Ganj/0265PX265-X265-150318084659-V2P9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Business Infotech","4.0","
														796														Votes
			","Plot No 32, 1st Floor, Zone 1, M P Nagar, Bhopal - 462011, Behind Batra Hospital","+(91)-9713088788","https://www.justdial.com/Bhopal/Business-Infotech-Behind-Batra-Hospital-M-P-Nagar/0755PX755-X755-150814140818-S4R8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Admission Valley","4.6","
														57														Votes
			","G4, Lower Ground Floor, GV Mall, Boring Road Chauraha, Boring Road, Patna - 800001, Opposite Sahara Building","+(91)-9152370307","https://www.justdial.com/Patna/Admission-Valley-Opposite-Sahara-Building-Boring-Road/0612PX612-X612-180208222206-N5V5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Sanjeevani Career Guidance ..","4.9","
														232														Votes
			","70/33 - A, Bhairav Path , Patel Marg, Mansarovar, Jaipur - 302020","+(91)-9152371139","https://www.justdial.com/Jaipur/Sanjeevani-Career-Guidance-Counselling-Mansarovar/0141PX141-X141-150127234507-C9F8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Brightway Education","4.5","
														1														Votes
			","Office No.435,Emrel Tower, Hathipole Road, Udaipur City, Udaipur-Rajasthan - 313001, Near Sojatiya Classes","+(91)-9152734857","https://www.justdial.com/Udaipur-Rajasthan/Brightway-Education-Near-Sojatiya-Classes-Udaipur-City/9999PX294-X294-200212141100-X2V4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Higraph Consultancy And Ser..","4.7","
														31														Votes
			","Shop No- 114 Lotus Aura 2, Sama Savli Road, Sama, Vadodara - 391740","+(91)-7032705903","https://www.justdial.com/Vadodara/Higraph-Consultancy-And-Services-Sama/0265PX265-X265-180726204520-D8I8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Vishvaprakash  Career Mento..","4.9","
														28														Votes
			","202 Aman  Square, Behind Fatehganj Petrolpump, Fatehgunj, Vadodara - 390008, Behind Fateh Gunj Petrol Pump Near Blue Dimound Complex","+(91)-9723432024","https://www.justdial.com/Vadodara/Vishvaprakash-Career-Mentors-Behind-Fateh-Gunj-Petrol-Pump-Near-Blue-Dimound-Complex-Fatehgunj/0265PX265-X265-181211103421-D1J3_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"My Shiksha Solutions","4.8","
														231														Votes
			","312,Third Floor, Okey Plus Square, Madhyam Marg, Mansarovar, Jaipur - 302020, Near Mansarovar Plaza","+(91)-9784171719","https://www.justdial.com/Jaipur/My-Shiksha-Solutions-Near-Mansarovar-Plaza-Mansarovar/0141PX141-X141-180829111324-D4A4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Astro Agam","4.9","
														135														Votes
			","Flat No. 1008 ,Sky B Building,RSG The Universe ,Near Girja Vyas Petrol Pump Saveena, Hiran Magri, Udaipur-Rajasthan - 313002","+(91)-8107911911","https://www.justdial.com/Udaipur-Rajasthan/Astro-Agam-Hiran-Magri/9999PX294-X294-190408134457-N9D7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Orissa Doot Consultancy Ser..","4.1","
														247														Votes
			","Plot No 733, Sahid Nagar, Bhubaneshwar - 751007, Near Maharsee College Road","+(91)-9152201551","https://www.justdial.com/Bhubaneshwar/Orissa-Doot-Consultancy-Service-Near-Maharsee-College-Road-Sahid-Nagar/0674PX674-X674-101111162915-E8G7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Indian Career Consultants","4.3","
														198														Votes
			","20-21, 3rd Floor, L.B.S Market, Bhilwara Ho, Bhilwara - 311001, Near Gol Pyau Choraha","+(91)-9314282444","https://www.justdial.com/Bhilwara/Indian-Career-Consultants-Near-Gol-Pyau-Choraha-Bhilwara-Ho/9999P1482-1482-140930124424-Y6X8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Swami Vivekananda Universit..","4.4","
														70														Votes
			","Patel Market, Jabalpur Road, Sagar City, Sagar - 470002, Near Makroniya","+(91)-9152251822","https://www.justdial.com/Sagar/Swami-Vivekananda-University-And-Svn-Medical-Hospital-And-Research-Center-Near-Makroniya-Sagar-City/9999P7582-7582-141116204609-T6Y2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Nakshatra Niketan","4.3","
														12														Votes
			","Shop No.102, Rajiv Gandhi Civik Centre, New Road Lokendra Talkies Circle, Ratlam HO, Ratlam - 457001, New Road","+(91)-9152473055","https://www.justdial.com/Ratlam/Nakshatra-Niketan-New-Road-Ratlam-HO/9999P7412-7412-131211211521-Q9Q3_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Swami Vivekanand University","4.2","
														725														Votes
			","City Office 10, University- Narsinghpur Road, Civil Line, Makronia, Sagar - 470004, Sironja","+(91)-9152560979","https://www.justdial.com/Sagar/Swami-Vivekanand-University-Sironja-Makronia/9999P7582-7582-140813154606-F8K8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"CENTRAL INSTITUTE OF HOTEL ..","4.8","
														3														Votes
			","23/H Anandapuri, Kolkata - 700122, Anandapuri Post Office","+(91)-9152647452","https://www.justdial.com/Kolkata/CENTRAL-INSTITUTE-OF-HOTEL-HOSPITALITY-MANAGEMENT-Anandapuri-Post-Office/033PXX33-XX33-200119210611-P7Z8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Kasturba Sevashram - Mental..","4.1","
														53														Votes
			","Ubhrat Road, Maroli, Navsari - 396436, Near Railway Station, At & Po - Maroli, Ta - Jalalpore","+(91)-9152239798","https://www.justdial.com/Navsari/Kasturba-Sevashram-Mental-Mithuben-Petit-Deaddiction-Centre-Near-Railway-Station-At-Po-Maroli-Ta-Jalalpore-Maroli/9999P2637-2637-160506074137-I6D9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Career Connect","5.0","
														5														Votes
			","229-232, 2nd Floor, Citi Point, Oppo. St Workshop, Valsad, Valsad - 396001","+(91)-9152646802","https://www.justdial.com/Valsad/Career-Connect-Valsad/9999P2632-2632-190126224605-K3I6_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Samyak Computer Classes","5.0","
														451														Votes
			","207 Vithal Complex, New C G Road, Chandkheda, Ahmedabad - 382424, Opposite Sakar English Medium School","+(91)-8758593999","https://www.justdial.com/Ahmedabad/Samyak-Computer-Classes-Opposite-Sakar-English-Medium-School-Chandkheda/079PXX79-XX79-190306112750-U4K5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Hope Entrepreneurs Pvt Ltd","3.9","
														124														Votes
			","Makarba, Ahmedabad - 380051","+(91)-79-65215959","https://www.justdial.com/Ahmedabad/Hope-Entrepreneurs-Pvt-Ltd-Makarba/079PXX79-XX79-181203124437-F6J3_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Rangayan - Theatre and Acti..","4.5","
														123														Votes
			","Prayog Shala 17 Shuhas Nagar Soc, Ashram Road, Ahmedabad - 380009, Near Dinesh Hall Opp Chandra Colour Leb","+(91)-79-26578808","https://www.justdial.com/Ahmedabad/Rangayan-Theatre-and-Acting-Workshop-Near-Dinesh-Hall-Opp-Chandra-Colour-Leb-Ashram-Road/079PXX79-XX79-160426200246-B1W3_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Dr. Vidhi Patel Vaishnav","5.0","
														97														Votes
			","Samvedana Happiness Hospital 3rd Floor Satya One Complex, Drive In Road, ahmedabad - 380052, Opposite R3 Mall","+(91)-7436070707","https://www.justdial.com/Ahmedabad/Dr-Vidhi-Patel-Vaishnav-Opposite-R3-Mall-Drive-In-Road/079PXX79-XX79-190218215249-Q3Y6_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Get Way Career Aptitude Tes..","4.0","
														95														Votes
			","503, Magnifico, Thaltej Sindhu Bhavan Road, Thaltej, Ahmedabad - 380054, Near Avalon Hotel, Opposite Times Square II","+(91)-079-26401700","https://www.justdial.com/Ahmedabad/Get-Way-Career-Aptitude-Testing-Near-Avalon-Hotel-Opposite-Times-Square-II-Thaltej/079PXX79-XX79-180907164025-F6U4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Institute Of Brain Power","4.6","
														62														Votes
			","209, 2nd Floor, Shivalik Arcade, Prahladnagar, Ahmedabad - 380015, Opposite Prahladnagar Garden, Below Flavors Restaurant","+(91)-79-40096001","https://www.justdial.com/Ahmedabad/Institute-Of-Brain-Power-Opposite-Prahladnagar-Garden-Below-Flavors-Restaurant-Prahladnagar/079PXX79-XX79-101130155756-G6W5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Om Educon Pvt Ltd","4.0","
														57														Votes
			","513,514, 5th Floor, Arista, Sindhubhavan Road, S G Highway, Pakvan Cross Road, Bodakdev, Ahmedabad - 380054, Near Armieda","+(91)-079-29700770","https://www.justdial.com/Ahmedabad/Om-Educon-Pvt-Ltd-Near-Armieda-Bodakdev/079PXX79-XX79-130315164516-L5Q2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"NIIT Ltd","3.6","
														55														Votes
			","308-309, Torqouise Building, C G Road, Ahmedabad - 380009, Above Reliance Digital, Near Panchvati Circle","+(91)-9152359716","https://www.justdial.com/Ahmedabad/NIIT-Ltd-Above-Reliance-Digital-Near-Panchvati-Circle-C-G-Road/079PXX79-XX79-150727082847-K1I6_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"S N Career Education Pvt Lt..","4.4","
														54														Votes
			","10 Pragati Society, Bodakdev, Ahmedabad - 380054, Near Upper Crust  and Vastrapure Lake","+(91)-7600181324","https://www.justdial.com/Ahmedabad/S-N-Career-Education-Pvt-Ltd-Near-Upper-Crust-and-Vastrapure-Lake-Bodakdev/079PXX79-XX79-110616140634-U3W2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Mind Care De Addiction & Ne..","4.9","
														48														Votes
			","Samjuba Hospital, Nikol Tolnaka, Bapunagar, Ahmedabad - 380024","+(91)-8320596472","https://www.justdial.com/Ahmedabad/Mind-Care-De-Addiction-Neuropsychiatry-Center-Bapunagar/079PXX79-XX79-180807141722-L3Z3_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"BIG ideas","4.4","
														38														Votes
			","A 226 Sakar 7, Ashram Road, Ashram Road, Ahmedabad - 380006, Opp Patang Hotel, Nehru Bridge Corner","+(91)-79-30082080","https://www.justdial.com/Ahmedabad/BIG-ideas-Opp-Patang-Hotel-Nehru-Bridge-Corner-Ashram-Road/079PXX79-XX79-120921170955-U4S2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Anoora Learning Center For ..","4.7","
														34														Votes
			","Swati Cross Road, Navrangpura, Ahmedabad - 380009, Near Darpan Six Road","+(91)-9099077788","https://www.justdial.com/Ahmedabad/Anoora-Learning-Center-For-Special-Kids-Near-Darpan-Six-Road-Navrangpura/079PXX79-XX79-151103121614-T7B8_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Teenage Clinic","4.3","
														33														Votes
			","G 2, Krishna Tower, Parth Sarthi Avenue, 132 Feet Ring Road, Satellite, Ahmedabad - 380015, Bileshwar Mahadev Temple","+(91)-79-26765065","https://www.justdial.com/Ahmedabad/Teenage-Clinic-Bileshwar-Mahadev-Temple-Satellite/079P82540_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Study Overseas Global","4.2","
														26														Votes
			","201, Akanksha Building, Navrangpura, Ahmedabad - 380009, Opposite Vadilal House, Near Mount Carmel Railway Crossing","+(91)-79-26421040","https://www.justdial.com/Ahmedabad/Study-Overseas-Global-Opposite-Vadilal-House-Near-Mount-Carmel-Railway-Crossing-Navrangpura/079PF018970_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Academy Of Winners","4.9","
														22														Votes
			","303,3rd Floor,Gurukrupa Avenue, Nehrunagar Circle, Manekbag, Ahmedabad - 380015, Near Manekbaugh Hall,Ambawadi","+(91)-79-26639945","https://www.justdial.com/Ahmedabad/Academy-Of-Winners-Near-Manekbaugh-Hall-Ambawadi-Manekbag/079PXX79-XX79-151018014416-J2U7_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Motivational Speaker and Ph..","4.9","
														21														Votes
			","Aryaman Residency, Ranip, Ahmedabad - 382480, Near Anand Party Plot Road, New Ranip","+(91)-9714769089","https://www.justdial.com/Ahmedabad/Motivational-Speaker-and-Pharmaceutical-Companies-Trainer-Near-Anand-Party-Plot-Road-New-Ranip-Ranip/079PXX79-XX79-171106112205-V1T4_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Maanas The Inside Story","4.4","
														18														Votes
			","Flat No. 1, Tilak 4 Apartments, Maharashtra Society, Mithakhali Six Road, Mithakhali, Ahmedabad - 380009, Behind HCG Hospital","+(91)-79-26464713","https://www.justdial.com/Ahmedabad/Maanas-The-Inside-Story-Behind-HCG-Hospital-Mithakhali/079P1237289086Y4N4C2_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Child Guidance & Psycho Edu..","3.9","
														18														Votes
			","Main Road, Navrangpura, Ahmedabad - 380009, Near Liberty Bus Stop","+(91)-79-26462819","https://www.justdial.com/Ahmedabad/Child-Guidance-Psycho-Education-Enhancement-Near-Liberty-Bus-Stop-Navrangpura/079P82658_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Prerna School Of Life","5.0","
														16														Votes
			","D 1/24, Arjun Tower, Ghatlodiya, Ahmedabad - 380061, Near C P Nagar, Near Saundarya Apartmentw","+(91)-9998121401","https://www.justdial.com/Ahmedabad/Prerna-School-Of-Life-Near-C-P-Nagar-Near-Saundarya-Apartmentw-Ghatlodiya/079PXX79-XX79-130923151531-U8J5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"NIIT Ltd","4.0","
														16														Votes
			","405, 4th Floor, Supar Plaza, Sandesh Press Road, Bodakdev, Ahmedabad - 380054, Vastrapur","+(91)-079-48907711","https://www.justdial.com/Ahmedabad/NIIT-Ltd-Vastrapur-Bodakdev/079PXX79-XX79-160823190124-N1L9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Dr. Nayanaa Brahmbhaat","4.2","
														14														Votes
			","10 E Priyadarshini Tower, Mother Milk Palace Lane, Bodakdev, Ahmedabad - 380054, Near Judges Bunglow Cross Road","+(91)-9426310521","https://www.justdial.com/Ahmedabad/Dr-Nayanaa-Brahmbhaat-Near-Judges-Bunglow-Cross-Road-Bodakdev/079PXX79-XX79-110806132255-G9E9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Mirror Academy","4.2","
														12														Votes
			","E-121, Orchid White Field, Makarba, Ahmedabad - 380051, Near Prahaladnagar","+(91)-7575064881","https://www.justdial.com/Ahmedabad/Mirror-Academy-Near-Prahaladnagar-Makarba/079PXX79-XX79-160714135301-K7Z9_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Brainism Mind Solutions","5.0","
														10														Votes
			","F-501, Suncity, 200 ft ring road, South Bopal, Ahmedabad - 380058, Sector 2, Dulhan Party Plot","+(91)-7069990909","https://www.justdial.com/Ahmedabad/Brainism-Mind-Solutions-Sector-2-Dulhan-Party-Plot-South-Bopal/079PXX79-XX79-151123200637-E7E5_BZDET?xid=QWhtZWRhYmFkIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
