"name","rating","votes","address","phone","link"
"Jidnyasa Assessment & Couns..","4.6","
														6														Votes
			","2nd Floor Panchratna Apartment, Karve Road, Deccan Gymkhana, Pune - 411004, Near Garware College,Above Ashtekar Jewellers","+(91)-9028815729","https://www.justdial.com/Pune/Jidnyasa-Assessment-Counselling-Near-Garware-College-Above-Ashtekar-Jewellers-Deccan-Gymkhana/020PXX20-XX20-140503010026-L2W6_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Bulls Eye","3.9","
														171														Votes
			","Vishwanath Apartment Manas Lane, Off Bmcc Road, Deccan Gymkhana, Pune - 411004, Opp Firodia Hostel","+(91)-9152295766","https://www.justdial.com/Pune/Bulls-Eye-Opp-Firodia-Hostel-Deccan-Gymkhana/020PXX20-XX20-091130174808-J8W5_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Divine Solutions Academy","3.8","
														4														Votes
			","balaji niwas,d wing,flat no.12, Link Road, Chinchwad, Pune - 411033, opposite heritage plaza,near moaraya hospital","+(91)-9152302379","https://www.justdial.com/Pune/Divine-Solutions-Academy-opposite-heritage-plaza-near-moaraya-hospital-Chinchwad/020PXX20-XX20-161219140149-U8I6_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Maitra Child And Family Cou..","5.0","
														1														Votes
			","154 Safalya, Pune Bangalore Highway, Warje, Pune - 411058, Anand Colony,Behind Warje Pmc School","+(91)-9152419330","https://www.justdial.com/Pune/Maitra-Child-And-Family-Counselling-Centre-Anand-Colony-Behind-Warje-Pmc-School-Warje/020PXX20-XX20-141115121349-K2X2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Shree Jogeshwari Consultant..","4.0","
														1														Votes
			","Office No 7 Ganga Aashiana Shopping Complex, Aditya Birla Main Road, Thergaon, Pune - 411033","+(91)-7276019779","https://www.justdial.com/Pune/Shree-Jogeshwari-Consultants-Thergaon/020PXX20-XX20-190322174330-B2J6_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"The Counseling Center","4.1","
														19														Votes
			","The Counseling Center Aundh,Shalini Apartment Office No 5 B Aundh, Aundh, Pune - 411007, Opposite Chaudhari Diagnostic Center, Opp.Deepak Sweets,Next to Planet Fashion","+(91)-9152499239","https://www.justdial.com/Pune/The-Counseling-Center-Opposite-Chaudhari-Diagnostic-Center-Opp-Deepak-Sweets-Next-to-Planet-Fashion-Aundh/020PXX20-XX20-120613082752-Q8C2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Astute Career Counselling A..","3.9","
														57														Votes
			","'Aditya Centeegra' Office No. 4 & 5, 1st Floor, Fergusson College Road,, Ghole Road, Fergusson College Road, Pune - 411004, Next to Mantri House,Close to Dnyaneshwar Paduka Chowk,Shiva","+(91)-7888020277","https://www.justdial.com/Pune/Astute-Career-Counselling-Academy-Next-to-Mantri-House-Close-to-Dnyaneshwar-Paduka-Chowk-Shiva-Fergusson-College-Road/020PXX20-XX20-130331131519-L3I7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Centre For Counselling & Ed..","4.8","
														25														Votes
			","Sahyadri Park Soc., Salunke Vihar Road, Wanowrie, Pune - 411040, Near ABC Farm, Opp. Little Millenium School","+(91)-9922753868","https://www.justdial.com/Pune/Centre-For-Counselling-Education-Near-ABC-Farm-Opp-Little-Millenium-School-Wanowrie/020PXX20-XX20-170407135039-W2R3_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Well-Verse Language Academy","4.8","
														26														Votes
			","551,Vinayak Apartment, N C Kelkar Road, Shaniwar Peth, Pune - 411030, Opposite Kanyashala","+(91)-9152575244","https://www.justdial.com/Pune/Well-Verse-Language-Academy-Opposite-Kanyashala-Shaniwar-Peth/020PXX20-XX20-181127235507-L1U7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Vrishabhanath Excellence Ce..","4.4","
														5														Votes
			","Mahesh Society, Bibvewadi, Pune - 411037, Near Ganesh Mandir","+(91)-9152953445","https://www.justdial.com/Pune/Vrishabhanath-Excellence-Centre-Near-Ganesh-Mandir-Bibvewadi/020PXX20-XX20-181008190903-Q5H5_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Mathisi Career Coaching","5.0","
														5														Votes
			","C 24 Forest County, Kharadi, Pune - 411014, Near Ganga Constellia","+(91)-9152851176","https://www.justdial.com/Pune/Mathisi-Career-Coaching-Near-Ganga-Constellia-Kharadi/020PXX20-XX20-181204172333-Z3C7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Oasis Counsellors","5.0","
														236														Votes
			","Premraj Niketan No 4, Premraj Park Lane, Opposite Bhagini Nivedita Bank, Sangavi, Pune - 411027, Old Sangvi Anand Nagar","+(91)-9152217756","https://www.justdial.com/Pune/Oasis-Counsellors-Old-Sangvi-Anand-Nagar-Sangavi/020PXX20-XX20-130313131515-M2R9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Counselors And Motivators","3.3","
														9														Votes
			","C/O,Vishwaniketan Ayurved,237,Uma Niwas Society, Laxmi Road, Narayan Peth, Pune - 411030, Near Garud Ganpati","+(91)-9152290437","https://www.justdial.com/Pune/Counselors-And-Motivators-Near-Garud-Ganpati-Narayan-Peth/020PXX20-XX20-110825150413-R9W8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"VSOLVE","4.9","
														591														Votes
			","Survey No 884/8 Top Floor Upendra 1, Erandwane, Pune - 411004, Nal Stop Opposite Nisarg Restaurant","+(91)-7709046172","https://www.justdial.com/Pune/VSOLVE-Nal-Stop-Opposite-Nisarg-Restaurant-Erandwane/020PGE01670_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Brainex","4.5","
														5														Votes
			","Rainbow Kids, Off Shivarkar Road, Wanowrie, Pune - 411040, Opposite Jambhulkar Garden","+(91)-9152823678","https://www.justdial.com/Pune/Brainex-Opposite-Jambhulkar-Garden-Wanowrie/020PXX20-XX20-160622140107-S4R9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"I-nine Counselling-guidance..","4.7","
														24														Votes
			","Glory Residency, Right Bhusari Colony, Kothrud, Pune - 411038, Near Janseva Bank, Kothrud Depot","+(91)-9152500687","https://www.justdial.com/Pune/I-nine-Counselling-guidance-workshops-Near-Janseva-Bank-Kothrud-Depot-Kothrud/020PXX20-XX20-170905142504-T6C2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Dnyanganga Career Hub","4.6","
														42														Votes
			","Plot No. 19    Indu Building  Chittavihari Soci., Dhankawadi, Pune - 411043, Near Padma Hotel","+(91)-9152655307","https://www.justdial.com/Pune/Dnyanganga-Career-Hub-Near-Padma-Hotel-Dhankawadi/020PXX20-XX20-170224094005-G4P3_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Global Computer Institute","4.2","
														19														Votes
			","C 5, 2nd, Floor, Shree Ganesh Apartment, Landewadi Road, Bhosari Gaonthan, Pune - 411039, PCMT Bus Stop","+(91)-9152601663","https://www.justdial.com/Pune/Global-Computer-Institute-PCMT-Bus-Stop-Bhosari-Gaonthan/020PXX20-XX20-190218112413-H9T5_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Efforts And Skills","4.4","
														14														Votes
			","Shop No 112 1st Floor Gera Junction, Camp Road, Lulla Nagar-Wanowrie, Pune - 411040, Lulla Nagar Signal","+(91)-9152290196","https://www.justdial.com/Pune/Efforts-And-Skills-Lulla-Nagar-Signal-Lulla-Nagar-Wanowrie/020PXX20-XX20-100405123114-D1P4_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Ascii Coaching And Computer..","4.1","
														25														Votes
			","Office No 208 2nd Floor Prime Square, Kunal Icon Road, Pimple Saudagar, Pune - 411027, Opposite Om Duttaraj Mandir Near Kunal Icon","+(91)-9860203635","https://www.justdial.com/Pune/Ascii-Coaching-And-Computer-Classes-Opposite-Om-Duttaraj-Mandir-Near-Kunal-Icon-Pimple-Saudagar/020PXX20-XX20-130724133127-B3E6_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Anas Classes","4.4","
														47														Votes
			","Office-25, C2-Bramha Estate Commercials, 1st Floor, Kondhwa Khurd, Pune - 411048, C/o. Colourbox Nursery Near Jyoti Hotel","+(91)-9152424548","https://www.justdial.com/Pune/Anas-Classes-C-o-Colourbox-Nursery-Near-Jyoti-Hotel-Kondhwa-Khurd/020PXX20-XX20-160706121343-G4V2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Dynamic Consciousness","4.4","
														49														Votes
			","Survey No 924, Padmeja Appts, Office No1, Sadashiv Peth, Pune - 411030, Near Shanipar Chowk","+(91)-9763044145","https://www.justdial.com/Pune/Dynamic-Consciousness-Near-Shanipar-Chowk-Sadashiv-Peth/020PXX20-XX20-100322122812-V5K2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Career Studio","4.6","
														72														Votes
			","Flat No 1, First Floor, Uttam Enclave, Westend Mall Road, Aundh, Pune - 411007, Near Reliance Mart, Opposite PNG and Convergys","+(91)-9152294421","https://www.justdial.com/Pune/Career-Studio-Near-Reliance-Mart-Opposite-PNG-and-Convergys-Aundh/020PXX20-XX20-160910081634-J3M7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Winners Academy & Consultan..","3.9","
														9														Votes
			","Jay Bhawani Building, Sr No 41/16, Sachaai Mata Mandir Road, Katraj, Pune - 411046, Near Pushpadevi Dugad School","+(91)-9152597657","https://www.justdial.com/Pune/Winners-Academy-Consultancy-Near-Pushpadevi-Dugad-School-Katraj/020PXX20-XX20-190528134826-T8B2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Om Sai Education","4.1","
														77														Votes
			","Office No 22 Palace Orchard Society, Undri Road, NIBM-Kondhwa Khurd, Pune - 411048, NEAR BETOS Restaurant","+(91)-9152831278","https://www.justdial.com/Pune/Om-Sai-Education-NEAR-BETOS-Restaurant-NIBM-Kondhwa-Khurd/020PXX20-XX20-161112185220-N9B2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Fysiofit Physiotherapy Clin..","3.8","
														4														Votes
			","C1 Natasha Enclave, Opps To, NIBM Post Office, NIBM Road, Kondhwa Khurd, Pune - 411048","+(91)-9152191198","https://www.justdial.com/Pune/Fysiofit-Physiotherapy-Clinic-Kondhwa-Khurd/020PXX20-XX20-150727191743-F8T1_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Sariputta Edutech LLP","4.7","
														9														Votes
			","Sector 7, Little Milleneum , Shri Swami SamarthBunglow , Sanjivani Colony, Indrani Nagar Bhosari, Pune - 411026","+(91)-9834561934","https://www.justdial.com/Pune/Sariputta-Edutech-LLP-Indrani-Nagar-Bhosari/020PXX20-XX20-180618193550-J1D3_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"M Deshpande Academy","4.5","
														28														Votes
			","Lane No B-33 Sinhagad Road, Dhayari, Pune - 411041, Near Vastad Haribhau Pokale School","+(91)-9152436582","https://www.justdial.com/Pune/M-Deshpande-Academy-Near-Vastad-Haribhau-Pokale-School-Dhayari/020PXX20-XX20-130530093350-N2Q4_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Synergy School Of Business ..","4.3","
														26														Votes
			","2nd Floor Hari Apartment KK Market Chowk, Pune Satara Road, Bibvewadi, Pune - 411037, K K Market Chowk, Above Tripathi Ayurved","+(91)-9152490487","https://www.justdial.com/Pune/Synergy-School-Of-Business-Skills-Pune-K-K-Market-Chowk-Above-Tripathi-Ayurved-Bibvewadi/020PXX20-XX20-160801134622-C7C8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"S Global Consultants","4.4","
														78														Votes
			","Mayur Trade Centre Office No 135, Telco Rode, Chinchwad Railway Station, Pune - 411019, Behind Of Prince Shoee Wear","+(91)-9152265693","https://www.justdial.com/Pune/S-Global-Consultants-Behind-Of-Prince-Shoee-Wear-Chinchwad-Railway-Station/020PXX20-XX20-140613124134-A8U3_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Admission INDIA","4.7","
														30														Votes
			","Survey No 81/2/1 Flat No.3 Gagangiri Complex, Mahalunge Road, Baner, Pune - 411045, Balewadi Phata , Opposite to SBI Bank","+(91)-9766989091","https://www.justdial.com/Pune/Admission-INDIA-Balewadi-Phata-Opposite-to-SBI-Bank-Baner/020PXX20-XX20-150513161609-N7L7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Bhagyalikhit Bhavishya","4.3","
														11														Votes
			","Flat No 22 Palocino Apartment C Wing 1st  Floor, Solapur Road, Hadapsar, Pune - 411028, Back Side Pf Vaibhav Theter Near Mahesh Bank","+(91)-9921525557","https://www.justdial.com/Pune/Bhagyalikhit-Bhavishya-Back-Side-Pf-Vaibhav-Theter-Near-Mahesh-Bank-Hadapsar/020PXX20-XX20-120828160658-A8B4_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Brain Checker","5.0","
														2														Votes
			","202, Sudarshan Apartment, Above Ramesh Dying,, Paud Phata,, Kothrud, Pune - 411038","+(91)-9284423332","https://www.justdial.com/Pune/Brain-Checker-Kothrud/020PXX20-XX20-180413122524-I9S3_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Surabhi Banerjees Spoken En..","4.6","
														49														Votes
			","Office No 12, Commerce Avenue, Mahaganesh Colony Above PNG Gold Shop, Kothrud, Pune - 411038, Paud Road","+(91)-20-25434647","https://www.justdial.com/Pune/Surabhi-Banerjees-Spoken-English-Classes-Paud-Road-Kothrud/020P5072071_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Faith and Hope Personal Cou..","4.6","
														9														Votes
			","F-13 Sacred Heart Town, Wanowrie, Pune - 411040, Near Jagtap Chowk","+(91)-9977073197","https://www.justdial.com/Pune/Faith-and-Hope-Personal-Counselling-Near-Jagtap-Chowk-Wanowrie/020PXX20-XX20-171108183234-Y3K3_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Soni INDIA Marketing Compan..","4.2","
														47														Votes
			","317 Saffron Complex, Fateganj, Vadodara - 390002, Near Narhari Hospital","+(91)-9328239000","https://www.justdial.com/Vadodara/Soni-INDIA-Marketing-Company-Near-Narhari-Hospital-Fateganj/0265PX265-X265-150813163648-F8W9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Wesf","5.0","
														6														Votes
			","F-122, Katwaria Sarai, Delhi - 110016, Iit Delhi","+(91)-9152254008","https://www.justdial.com/Delhi/Wesf-Iit-Delhi-Katwaria-Sarai/011PXX11-XX11-190617120015-F6R7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Adarsh Career Academy","4.3","
														125														Votes
			","Mukam Post Bahadurwadi, Main Road, Bahadurwadi, Sangli - 415411, Near NH 4 Taluka Walva","+(91)-9152814102","https://www.justdial.com/Sangli/Adarsh-Career-Academy-Near-NH-4-Taluka-Walva-Bahadurwadi/9999PX233-X233-120101102152-S9S2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Lakshya Career Academy","4.7","
														107														Votes
			","At Post Lalgun, Pusegaon Phaltan Road, Khatav, Satara - 415505","+(91)-9152826435","https://www.justdial.com/Satara/Lakshya-Career-Academy-Khatav/9999P2162-2162-131006145238-A9M8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Edge Academy","4.2","
														382														Votes
			","1-B-24, Mahaveer Nagar Extension, Kota-Rajasthan - 324005, Opposite Agni Shaman Kendra","+(91)-9461155543","https://www.justdial.com/Kota-Rajasthan/Edge-Academy-Opposite-Agni-Shaman-Kendra-Mahaveer-Nagar-Extension/9999PX744-X744-170331115735-F2L2_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Defence Career Academy","-","-","Vidyaprabodhini Sankul, As Club to Lasur Road, Aurangabad Ho, Aurangabad-Maharashtra - 431001, Near Khojewadi Phata","+(91)-9343959595","https://www.justdial.com/Aurangabad-Maharashtra/Defence-Career-Academy-Near-Khojewadi-Phata-Aurangabad-Ho/9999PX240-X240-130211161646-Z1I8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Pari Bharwani","4.2","
														5														Votes
			","18/8 Agicha House, R.A.K Marg, Wadala West, Mumbai - 400031, Opp to SBI Bank","+(91)-9152358762","https://www.justdial.com/Mumbai/Pari-Bharwani-Opp-to-SBI-Bank-Wadala-West/022PXX22-XX22-190704153229-Z3X4_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Arihant Group Of College","4.3","
														146														Votes
			","Vill. Shantershah Post. Dollatpur, Oppt. Hotel Sarover Portico Roorkee Haridwar Highway Distt. Haridwar, Haridwar - 249402, Near Cristal World","+(91)-9759385777","https://www.justdial.com/Haridwar/Arihant-Group-Of-College-Near-Cristal-World/9999P1334-1334-181026202127-B6M5_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Indian Hypnosis Institute","4.2","
														110														Votes
			","C Wing 705 B Mannubhai Tower, Sayaji Ganj, Vadodara - 390020, Opposite Art Faculty (M S University)","+(91)-9824876795","https://www.justdial.com/Vadodara/Indian-Hypnosis-Institute-Opposite-Art-Faculty-(M-S-University)-Sayaji-Ganj/0265PX265-X265-150318084659-V2P9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Business Infotech","4.0","
														796														Votes
			","Plot No 32, 1st Floor, Zone 1, M P Nagar, Bhopal - 462011, Behind Batra Hospital","+(91)-9713088788","https://www.justdial.com/Bhopal/Business-Infotech-Behind-Batra-Hospital-M-P-Nagar/0755PX755-X755-150814140818-S4R8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Excel HR Consulting","4.9","
														97														Votes
			","Shayama Prestige, Rahatni Road, Pimple Saudagar, Pune - 411027","+(91)-9764505556","https://www.justdial.com/Pune/Excel-HR-Consulting-Pimple-Saudagar/020PXX20-XX20-181212110124-B1Y1_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"The Write Vision","4.0","
														1														Votes
			","Rasne Nagar Road, Ahmednagar, Ahmednagar - 414001, Near Pranav Residency","+(91)-9152522502","https://www.justdial.com/Ahmednagar/The-Write-Vision-Near-Pranav-Residency-Ahmednagar/9999PX241-X241-191120175848-Q8Y7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Admission Valley","4.6","
														57														Votes
			","G4, Lower Ground Floor, GV Mall, Boring Road Chauraha, Boring Road, Patna - 800001, Opposite Sahara Building","+(91)-9152370307","https://www.justdial.com/Patna/Admission-Valley-Opposite-Sahara-Building-Boring-Road/0612PX612-X612-180208222206-N5V5_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Sanjeevani Career Guidance ..","4.9","
														232														Votes
			","70/33 - A, Bhairav Path , Patel Marg, Mansarovar, Jaipur - 302020","+(91)-9152371139","https://www.justdial.com/Jaipur/Sanjeevani-Career-Guidance-Counselling-Mansarovar/0141PX141-X141-150127234507-C9F8_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Brain Tech Solutions","4.7","
														12														Votes
			","House No 6/2, Kailas Colony, Savedi Road, Savedi, Ahmednagar - 414003, Behind Doule Hospital","+(91)-9152624074","https://www.justdial.com/Ahmednagar/Brain-Tech-Solutions-Behind-Doule-Hospital-Savedi/9999PX241-X241-170407120923-D5L9_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"My Shiksha Solutions","4.8","
														231														Votes
			","312,Third Floor, Okey Plus Square, Madhyam Marg, Mansarovar, Jaipur - 302020, Near Mansarovar Plaza","+(91)-9784171719","https://www.justdial.com/Jaipur/My-Shiksha-Solutions-Near-Mansarovar-Plaza-Mansarovar/0141PX141-X141-180829111324-D4A4_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Aavishkar Centre For Self E..","3.9","
														7														Votes
			","20 A,1st Floor,Chandan Mansion, Gokhale Road, Dadar West, Mumbai - 400028, Opposite Portuguese Church","+(91)-9152235415","https://www.justdial.com/Mumbai/Aavishkar-Centre-For-Self-Enrichment-Opposite-Portuguese-Church-Dadar-West/022PXX22-XX22-151028121206-X7K5_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Astro Agam","4.9","
														135														Votes
			","Flat No. 1008 ,Sky B Building,RSG The Universe ,Near Girja Vyas Petrol Pump Saveena, Hiran Magri, Udaipur-Rajasthan - 313002","+(91)-8107911911","https://www.justdial.com/Udaipur-Rajasthan/Astro-Agam-Hiran-Magri/9999PX294-X294-190408134457-N9D7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Orissa Doot Consultancy Ser..","4.1","
														247														Votes
			","Plot No 733, Sahid Nagar, Bhubaneshwar - 751007, Near Maharsee College Road","+(91)-9152201551","https://www.justdial.com/Bhubaneshwar/Orissa-Doot-Consultancy-Service-Near-Maharsee-College-Road-Sahid-Nagar/0674PX674-X674-101111162915-E8G7_BZDET?xid=UHVuZSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
