"name","rating","votes","address","phone","link"
"Indian Hypnosis Institute","4.2","
														110														Votes
			","C Wing 705 B Mannubhai Tower, Sayaji Ganj, Vadodara - 390020, Opposite Art Faculty (M S University)","+(91)-9824876795","https://www.justdial.com/Vadodara/Indian-Hypnosis-Institute-Opposite-Art-Faculty-(M-S-University)-Sayaji-Ganj/0265PX265-X265-150318084659-V2P9_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Business Infotech","4.0","
														796														Votes
			","Plot No 32, 1st Floor, Zone 1, M P Nagar, Bhopal - 462011, Behind Batra Hospital","+(91)-9713088788","https://www.justdial.com/Bhopal/Business-Infotech-Behind-Batra-Hospital-M-P-Nagar/0755PX755-X755-150814140818-S4R8_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Admission Valley","4.6","
														57														Votes
			","G4, Lower Ground Floor, GV Mall, Boring Road Chauraha, Boring Road, Patna - 800001, Opposite Sahara Building","+(91)-9152370307","https://www.justdial.com/Patna/Admission-Valley-Opposite-Sahara-Building-Boring-Road/0612PX612-X612-180208222206-N5V5_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Sanjeevani Career Guidance ..","4.9","
														232														Votes
			","70/33 - A, Bhairav Path , Patel Marg, Mansarovar, Jaipur - 302020","+(91)-9152371139","https://www.justdial.com/Jaipur/Sanjeevani-Career-Guidance-Counselling-Mansarovar/0141PX141-X141-150127234507-C9F8_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"My Shiksha Solutions","4.8","
														231														Votes
			","312,Third Floor, Okey Plus Square, Madhyam Marg, Mansarovar, Jaipur - 302020, Near Mansarovar Plaza","+(91)-9784171719","https://www.justdial.com/Jaipur/My-Shiksha-Solutions-Near-Mansarovar-Plaza-Mansarovar/0141PX141-X141-180829111324-D4A4_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Life Abroad Consultancy Pte..","4.1","
														30														Votes
			","9D/1 , Sivan Complex, Sivantipathi Road, Maharaja Nagar, Maharaja Nagar, Tirunelveli - 627011, Near ICICI Bank and Opp to Railwaygate","+(91)-0462-2579899","https://www.justdial.com/Tirunelveli/Life-Abroad-Consultancy-Pte-Ltd-Near-ICICI-Bank-and-Opp-to-Railwaygate-Maharaja-Nagar/0462PX462-X462-180315121908-P7R3_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Astro Agam","4.9","
														135														Votes
			","Flat No. 1008 ,Sky B Building,RSG The Universe ,Near Girja Vyas Petrol Pump Saveena, Hiran Magri, Udaipur-Rajasthan - 313002","+(91)-8107911911","https://www.justdial.com/Udaipur-Rajasthan/Astro-Agam-Hiran-Magri/9999PX294-X294-190408134457-N9D7_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Orissa Doot Consultancy Ser..","4.1","
														247														Votes
			","Plot No 733, Sahid Nagar, Bhubaneshwar - 751007, Near Maharsee College Road","+(91)-9152201551","https://www.justdial.com/Bhubaneshwar/Orissa-Doot-Consultancy-Service-Near-Maharsee-College-Road-Sahid-Nagar/0674PX674-X674-101111162915-E8G7_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Indian Career Consultants","4.3","
														198														Votes
			","20-21, 3rd Floor, L.B.S Market, Bhilwara Ho, Bhilwara - 311001, Near Gol Pyau Choraha","+(91)-9314282444","https://www.justdial.com/Bhilwara/Indian-Career-Consultants-Near-Gol-Pyau-Choraha-Bhilwara-Ho/9999P1482-1482-140930124424-Y6X8_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Swami Vivekananda Universit..","4.4","
														70														Votes
			","Patel Market, Jabalpur Road, Sagar City, Sagar - 470002, Near Makroniya","+(91)-9152251822","https://www.justdial.com/Sagar/Swami-Vivekananda-University-And-Svn-Medical-Hospital-And-Research-Center-Near-Makroniya-Sagar-City/9999P7582-7582-141116204609-T6Y2_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Nakshatra Niketan","4.3","
														12														Votes
			","Shop No.102, Rajiv Gandhi Civik Centre, New Road Lokendra Talkies Circle, Ratlam HO, Ratlam - 457001, New Road","+(91)-9152473055","https://www.justdial.com/Ratlam/Nakshatra-Niketan-New-Road-Ratlam-HO/9999P7412-7412-131211211521-Q9Q3_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Swami Vivekanand University","4.2","
														725														Votes
			","City Office 10, University- Narsinghpur Road, Civil Line, Makronia, Sagar - 470004, Sironja","+(91)-9152560979","https://www.justdial.com/Sagar/Swami-Vivekanand-University-Sironja-Makronia/9999P7582-7582-140813154606-F8K8_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"CENTRAL INSTITUTE OF HOTEL ..","4.8","
														3														Votes
			","23/H Anandapuri, Kolkata - 700122, Anandapuri Post Office","+(91)-9152647452","https://www.justdial.com/Kolkata/CENTRAL-INSTITUTE-OF-HOTEL-HOSPITALITY-MANAGEMENT-Anandapuri-Post-Office/033PXX33-XX33-200119210611-P7Z8_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Asha Group Of Services","5.0","
														31														Votes
			","The Orchid Apartment, 1st Floor, Near Jag Jeevan Ram Garden,, APMC Main Road, Sangameshwar Nagar, Belgaum - 590010, Opposite Krishna Traders","+(91)-9900765786","https://www.justdial.com/Belgaum/Asha-Group-Of-Services-Opposite-Krishna-Traders-Sangameshwar-Nagar/9999PX831-X831-181012180112-S1J7_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Loratis Setmycareer.net Pvt..","4.7","
														1898														Votes
			","No.14,1st Floor, 2nd Main Road,Nanjappa Reddy Layout, Koramangala, Bangalore - 560095, Opposite Passport Office","+(91)-80-41141777","https://www.justdial.com/Bangalore/Loratis-Setmycareer-net-Pvt-Ltd-Opposite-Passport-Office-Koramangala/080PXX80-XX80-120727124951-B7W4_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"NIIT Ltd","3.8","
														1422														Votes
			","#74/2, 1st Floor, Sanjana Plaza, Elephant Rock Road, Jayanagar 3rd Block East, Bangalore - 560011, Diagonally Opposite President Hotel","+(91)-9152363585","https://www.justdial.com/Bangalore/NIIT-Ltd-Diagonally-Opposite-President-Hotel-Jayanagar-3rd-Block-East/080PXX80-XX80-110706181010-W4B4_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"NIIT Ltd","3.8","
														992														Votes
			","25, Padmashree Mansions, 1st Floor, 1st Cross, Malleswaram, Bangalore - 560003","+(91)-9152355475","https://www.justdial.com/Bangalore/NIIT-Ltd-Malleswaram/080PXX80-XX80-160511132733-X4R2_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Banjara Academy","4.1","
														786														Votes
			","No.418, 1st Main Road, 1st Block, Rt Nagar, Bangalore - 560032, Behind BDA Shopping Complex","+(91)-80-23535787","https://www.justdial.com/Bangalore/Banjara-Academy-Behind-BDA-Shopping-Complex-Rt-Nagar/080PF012304_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"NIIT Ltd","3.8","
														642														Votes
			","Building No 315, 1st Floor, 100 Feet Road, Indiranagar, Bangalore - 560008, Opposite Indiranagar Post Office","+(91)-9152358418","https://www.justdial.com/Bangalore/NIIT-Ltd-Opposite-Indiranagar-Post-Office-Indiranagar/080PXX80-XX80-111108125335-L3W1_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"NIIT Ltd","3.9","
														477														Votes
			","No 2934/E, 2935/E, 2nd Floor, Magadi Chord Road, Vijayanagar, Bangalore - 560040, Above Mc Donald","+(91)-9152386534","https://www.justdial.com/Bangalore/NIIT-Ltd-Above-Mc-Donald-Vijayanagar/080PXX80-XX80-110706181754-Z7T5_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Merit Higher Education Cons..","4.5","
														281														Votes
			","No.291, 1st Floor, 10th Main, Jayanagar 3rd Block, Bangalore - 560011, Near Cosmopolitan Club","+(91)-80-32719245","https://www.justdial.com/Bangalore/Merit-Higher-Education-Consultants-Near-Cosmopolitan-Club-Jayanagar-3rd-Block/080PXX80-XX80-130529140902-M9V3_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"CL Educate Ltd","4.0","
														273														Votes
			","No.363, 2rd Floor, 1st Main 7th Block, Koramangala, Bangalore - 560095, Opposite HDFC Bank","+(91)-80-41425766","https://www.justdial.com/Bangalore/CL-Educate-Ltd-Opposite-HDFC-Bank-Koramangala/080P4313464_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Infetron Solutions","1.8","
														245														Votes
			","No.420/4, Mathikere, Bangalore - 560054","+(91)-9739408216","https://www.justdial.com/Bangalore/Infetron-Solutions-Mathikere/080PXX80-XX80-180222211943-W9U2_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Manpowergroup","3.1","
														194														Votes
			","2nd Floor, Chancery Pavilion Annexe # 135 & 136, Bengaluru, Residency Road, Bangalore - 560025, Behind Chancery Pavilion Hotel","+(91)-8067200700","https://www.justdial.com/Bangalore/Manpowergroup-Behind-Chancery-Pavilion-Hotel-Residency-Road/080PXX80-XX80-180824185540-M2C5_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Overseas Educational Servic..","4.5","
														175														Votes
			","No.112, 1st Floor, Barton Centre, M G Road, Bangalore - 560001, Opposite to M G Road Metro Station","+(91)-80-41133355","https://www.justdial.com/Bangalore/Overseas-Educational-Services-Opposite-to-M-G-Road-Metro-Station-M-G-Road/080P3211084_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Landmark World Wide","4.1","
														171														Votes
			","No 16/M, 2nd Floor, Millers Tank Bed Area, Vasanth Nagar, Bangalore - 560001, Next To Alliance Francaise","+(91)-80-49020555","https://www.justdial.com/Bangalore/Landmark-World-Wide-Next-To-Alliance-Francaise-Vasanth-Nagar/080PXX80-XX80-110721172318-E8J6_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Global Social Welfare Assoc..","3.9","
														161														Votes
			","No.7/33, H M Main Road, Lingarajapuram, Bangalore - 560084, Opposite To Raju Clinic","","https://www.justdial.com/Bangalore/Global-Social-Welfare-Association-Opposite-To-Raju-Clinic-Lingarajapuram/080PXX80-XX80-121107130221-Z1M5_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Campus Continents","4.7","
														148														Votes
			","No 39, ITI Layout,Dollars Colony, New Bel Road, Bangalore - 560054, Near State Bank Of India","+(91)-7406961111","https://www.justdial.com/Bangalore/Campus-Continents-Near-State-Bank-Of-India-New-Bel-Road/080PXX80-XX80-171113003159-L3V7_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Mathru Chhaya Adoption Cent..","4.3","
														140														Votes
			","Canara Bank Relief & Welfare Society, Hospital Road, 27th Cross, Banashankari 2nd Stage, Bangalore - 560070, Opposite Monotype Bus Stop","+(91)-80-26713421","https://www.justdial.com/Bangalore/Mathru-Chhaya-Adoption-Center-Opposite-Monotype-Bus-Stop-Banashankari-2nd-Stage/080P1200463_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Pristine Consultation","3.8","
														132														Votes
			","No.50, Koramangala 8th Block, Bangalore - 560095, Below Kurlon Showroom, Opposite To Koramangala Post Office","+(91)-80-25714927","https://www.justdial.com/Bangalore/Pristine-Consultation-Below-Kurlon-Showroom-Opposite-To-Koramangala-Post-Office-Koramangala-8th-Block/080PYE00189_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Matrix Corporate Management..","4.4","
														119														Votes
			","No 75/1B,4th Floor,Windsor F4, Bannerghatta Road, Hulimavu, Bangalore - 560076, Above Reliance Digital","+(91)-9152325490","https://www.justdial.com/Bangalore/Matrix-Corporate-Management-Services-Pvt-Ltd-Above-Reliance-Digital-Hulimavu/080PXX80-XX80-130315192252-J1V7_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Prasanna Counselling Centre","4.3","
														117														Votes
			","No.8/28, Ajithashree, Shankarapuram Road, Basavanagudi, Bangalore - 560004","+(91)-080-26608926","https://www.justdial.com/Bangalore/Prasanna-Counselling-Centre-Basavanagudi/080P52041_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"CL Educate Ltd","3.8","
														100														Votes
			","No 94/4, 1st Floor, Service Road, Marathahalli, Bangalore - 560037, Near Marathalli Bridge,Above Ambadas Kitchens","+(91)-80-25225222","https://www.justdial.com/Bangalore/CL-Educate-Ltd-Near-Marathalli-Bridge-Above-Ambadas-Kitchens-Marathahalli/080P4313580_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Lodestar Career Guidance","3.9","
														88														Votes
			","No. 757/11, 13th Cross,KR Road,7th Block, Jayanagar, Bangalore - 560041, Above Kotak Mahindra Bank","+(91)-080-26714555","https://www.justdial.com/Bangalore/Lodestar-Career-Guidance-Above-Kotak-Mahindra-Bank-Jayanagar/080PXX80-XX80-150928111816-F7J9_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Cigma India","4.4","
														87														Votes
			","No 29  2nd Floor, R V Road, Basavanagudi, Bangalore - 560004, Opposite Vijaya Main College","+(91)-80-41554225","https://www.justdial.com/Bangalore/Cigma-India-Opposite-Vijaya-Main-College-Basavanagudi/080P1225966368X1I3G4_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Trinity Learning","4.7","
														83														Votes
			","No.534, 2nd Floor, 1st Cross, B Block, AECS Layout, Kundalahalli, Bangalore - 560037","","https://www.justdial.com/Bangalore/Trinity-Learning-Kundalahalli/080PXX80-XX80-190319115909-J1H3_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Ewellness Expert","5.0","
														78														Votes
			","Villa No-39, Phase-2 MIMS Ardendale, Kannamangala Main Road, Whitefield, Whitefield, Bangalore - 560067, Near Safal Market","+(91)-80-49545127","https://www.justdial.com/Bangalore/Ewellness-Expert-Near-Safal-Market-Whitefield/080PXX80-XX80-160212211530-M3E3_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"IGrow Technologies","4.4","
														78														Votes
			","No.82, 10th Cross,20th Main Road, BTM Layout 1st Stage, Bangalore - 560029, Near Gangotri Circle","+(91)-80-42073282","https://www.justdial.com/Bangalore/IGrow-Technologies-Near-Gangotri-Circle-BTM-Layout-1st-Stage/080PXX80-XX80-131012152908-D5F7_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Ignited Way","4.3","
														77														Votes
			","3091, Sunscape, Sobha Hill View Appartment, Thalagattapura, Bengaluru, Bangalore - 560109, Opposite Home School","+(91)-9845695751","https://www.justdial.com/Bangalore/Ignited-Way-Opposite-Home-School/080PXX80-XX80-181218161839-D9S8_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Arnold Consulting Pvt Ltd","4.0","
														74														Votes
			","1328, First Floor, Pjr Arcade, 24th Main, Sector 2, Bengaluru, Hsr Layout, Bangalore - 560102, Above Icici Bank","+(91)-9900016276","https://www.justdial.com/Bangalore/Arnold-Consulting-Pvt-Ltd-Above-Icici-Bank-Hsr-Layout/080PXX80-XX80-180809193648-Y1F6_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Planedu Consultants & Learn..","4.9","
														72														Votes
			","15 Manjushree, 1st & 2nd Cranumanthaiah Main, Nrupathunga Exteoss,Sri MVC H, Rt Nagar, Bangalore - 560032, Near Post Office","+(91)-80-40958590","https://www.justdial.com/Bangalore/Planedu-Consultants-Learning-Solution-Pvt-ltd-Near-Post-Office-Rt-Nagar/080PXX80-XX80-161116134538-E5R1_BZDET?xid=QmFuZ2Fsb3JlIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
