"name","rating","votes","address","phone","link"
"Samyak Computer Classes","4.9","
														537														Votes
			","NM - 20, OLD DLF Colony, Sector 14, New Market, Gurgaon, Gurgaon - 122001, Near Ganpati Honda","+(91)-7413801777","https://www.justdial.com/Delhi/Samyak-Computer-Classes-Near-Ganpati-Honda-Gurgaon/011PXX11-XX11-190212151454-Q8Z9_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Dr. Priyanka Sharma","4.8","
														19														Votes
			","AVA Med Health Solution (Multi Speciality Hospital), 544, Raj Nagar Extension Ghaziabad, Ghaziabad - 201017, Opposite Parivartan School","+(91)-9152499566","https://www.justdial.com/Delhi/Dr-Priyanka-Sharma-Opposite-Parivartan-School-Raj-Nagar-Extension-Ghaziabad/011PXX11-XX11-190409163155-Q2L5_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"DACC","4.8","
														134														Votes
			","G-8/11, Sector-11, Rohini, Delhi - 110085, Near G3S Cinema","+(91)-9152441733","https://www.justdial.com/Delhi/DACC-Near-G3S-Cinema-Rohini/011PXX11-XX11-160607113128-G7M1_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Manisha Jethwani Psychologi..","4.0","
														38														Votes
			","B 1 /545 1st floor, Janakpuri, Delhi - 110058, Next to District Park","+(91)-9152324156","https://www.justdial.com/Delhi/Manisha-Jethwani-Psychological-Career-Consulting-Services-Next-to-District-Park-Janakpuri/011PXX11-XX11-140828151846-M6B5_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Dr. Ritu Eye Care Center","4.3","
														140														Votes
			","B1/4, B Block, Yamuna Vihar, Delhi - 110053, Near By Anand Sagar Restraunt","+(91)-9152584282","https://www.justdial.com/Delhi/Dr-Ritu-Eye-Care-Center-Near-By-Anand-Sagar-Restraunt-Yamuna-Vihar/011PXX11-XX11-190629095859-H7C2_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Sdm Counsellor & consultanc..","4.1","
														10														Votes
			","C 6 Gaurav Apartment, Plot Number 1, Patparganj, Delhi - 110092, IP Extention","+(91)-9152680018","https://www.justdial.com/Delhi/Sdm-Counsellor-consultancy-IP-Extention-Patparganj/011PXX11-XX11-160312122145-L9Z8_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"PAHWA  CONSULTANTS","4.9","
														11														Votes
			","C - 107, 1st Floor, Naraina Industrial Area Phase -1, Naraina, Delhi - 110028, Near Bikanerwala","+(91)-9152236982","https://www.justdial.com/Delhi/PAHWA-CONSULTANTS-Near-Bikanerwala-Naraina/011PXX11-XX11-191014174022-F6K4_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Love Threads","4.1","
														5														Votes
			","C-61/3, Okhla Industrial Area Phase 2, Delhi - 110020","+(91)-9152359707","https://www.justdial.com/Delhi/Love-Threads-Okhla-Industrial-Area-Phase-2/011PXX11-XX11-190910124044-S9W6_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Laxman Coaching Centre","4.5","
														2														Votes
			","390, Munirka, delhi - 110067, Old JNU","+(91)-9152225205","https://www.justdial.com/Delhi/Laxman-Coaching-Centre-Old-JNU-Munirka/011PXX11-XX11-190507104715-D6N2_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Indo Global Health Care Ins..","4.5","
														46														Votes
			","Plot No-1, Vikas Kunz Ext.block -B, Uttam Nagar, Delhi - 110059","+(91)-7065598111","https://www.justdial.com/Delhi/Indo-Global-Health-Care-Institute-(Ighci)-Uttam-Nagar/011PXX11-XX11-170430110400-U9A6_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Aim Ladder","5.0","
														2														Votes
			","Plot No A2/231, First Floor, Sector 17, Dwarka Sector 17, Delhi - 110078, Above ICICI Bank","+(91)-9667005776","https://www.justdial.com/Delhi/Aim-Ladder-Above-ICICI-Bank-Dwarka-Sector-17/011PXX11-XX11-190315141013-D8B5_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Improve Life Human Value Ma..","3.6","
														8														Votes
			","Gurgaon Sector -56,South City, Main Road, South City 1, Delhi - 122001, Near Tower","+(91)-9152442081","https://www.justdial.com/Delhi/Improve-Life-Human-Value-Management-PVT-Ltd-Near-Tower-South-City-1/011PXX11-XX11-170214130421-R7S8_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Hopes Counselling Centre","4.8","
														212														Votes
			","15 - C, Pocket A/14, Himgri Apartments, Alaknanda, Delhi - 110019, Kalkaji Extension","+(91)-9152950501","https://www.justdial.com/Delhi/Hopes-Counselling-Centre-Kalkaji-Extension-Alaknanda/011PXX11-XX11-181006143558-F3B8_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Perfect Health Institute","4.0","
														40														Votes
			","39, Gulab Vihar, Rohini Sector 9, Delhi - 110085, Near North Ex Mall","+(91)-9810767561","https://www.justdial.com/Delhi/Perfect-Health-Institute-Near-North-Ex-Mall-Rohini-Sector-9/011PXX11-XX11-130129103828-B1W5_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Divine Educational Consulta..","4.3","
														3														Votes
			","203, 2nd Floor, Aggarwal Tarun Plaza Tarun Enclave, Pitampura, Delhi - 110034, Above Indian Bank","+(91)-9152219762","https://www.justdial.com/Delhi/Divine-Educational-Consultancy-Above-Indian-Bank-Pitampura/011PXX11-XX11-191001120538-U1Y5_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Admission Frontdesk.com","3.4","
														22														Votes
			","A-4, Nand Ram Park, Uttam Nagar, Delhi - 110059, Near PNB ATM","+(91)-9152488009","https://www.justdial.com/Delhi/Admission-Frontdesk-com-Near-PNB-ATM-Uttam-Nagar/011PXX11-XX11-160127194501-B2V5_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"NIIT Janakpuri","4.1","
														12														Votes
			","B1/624, Janakpuri District Centre, Delhi - 110058, Near By Metro Pillar No.573","+(91)-9152734036","https://www.justdial.com/Delhi/NIIT-Janakpuri-Near-By-Metro-Pillar-No-573-Janakpuri-District-Centre/011PXX11-XX11-190805174309-P8H6_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Achievia Educations","4.0","
														138														Votes
			","65,1st Floor  Prachin Appt., Paschim Vihar, Delhi - 110063, Above Aggarwal Sweets, Near St. Mark School","+(91)-9152409606","https://www.justdial.com/Delhi/Achievia-Educations-Above-Aggarwal-Sweets-Near-St-Mark-School-Paschim-Vihar/011PXX11-XX11-120814123419-T9H7_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Aditi College Of Education","3.8","
														10														Votes
			","116,Vardhman Ring Road Market, J Block, Vikaspuri, Delhi - 110018, Opp. Pastry Palace","+(91)-9152263259","https://www.justdial.com/Delhi/Aditi-College-Of-Education-Opp-Pastry-Palace-Vikaspuri/011PXX11-XX11-180420125959-P5E4_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Motivational Speaker Life C..","4.7","
														40														Votes
			","A45 Mahek Echo City, Dujana Road Bisonli, Dadri Noida, Noida - 203207, Near Nh 91","+(91)-9837088796","https://www.justdial.com/Delhi/Motivational-Speaker-Life-Coach(kundan-Lal-Foundation)-Near-Nh-91-Dadri-Noida/011PXX11-XX11-171226221054-Z3V1_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Gaurav Sachdeva Career Coun..","4.0","
														74														Votes
			","House Number 88, Hakikat Nagar, Street Number 3, GTB Nagar, Delhi - 110009, Near Gtb Nagar Metro Station Gate No 2","+(91)-9152867783","https://www.justdial.com/Delhi/Gaurav-Sachdeva-Career-Counsellor-Near-Gtb-Nagar-Metro-Station-Gate-No-2-GTB-Nagar/011PXX11-XX11-150306140013-H6B6_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Olive Minds By Dr Anjuman N..","4.7","
														12														Votes
			","D-8, Bhagwan Dass Nagar, East Punjabi Bagh, Delhi - 110026","+(91)-9152685050","https://www.justdial.com/Delhi/Olive-Minds-By-Dr-Anjuman-Nayar-East-Punjabi-Bagh/011PXX11-XX11-160223112642-J5Q8_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Global Edge Ielts Institute","4.5","
														2														Votes
			","C-177,1st Floor, Jail Road, Fateh Nagar, Delhi - 110018, Near By Bus Stop","+(91)-9152921291","https://www.justdial.com/Delhi/Global-Edge-Ielts-Institute-Near-By-Bus-Stop-Fateh-Nagar/011PXX11-XX11-190210122542-J8Z8_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"D&B Counsellors","5.0","
														2														Votes
			","514, Block-3, Express Garden, Vaibhav Khand-Indirapuram, Delhi - 201014, Near Indirapuram Habitat Centre","+(91)-9152454171","https://www.justdial.com/Delhi/D-B-Counsellors-Near-Indirapuram-Habitat-Centre-Vaibhav-Khand-Indirapuram/011PXX11-XX11-160916143142-K5K7_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Vtech Academy Of Computers","4.1","
														193														Votes
			","Building Number 13, Ashok Vihar Phase-1, Ashok Vihar 1, Delhi - 110052","+(91)-9152695750","https://www.justdial.com/Delhi/Vtech-Academy-Of-Computers-Ashok-Vihar-1/011PF006541_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Conquer The Success","4.8","
														52														Votes
			","C-1564, Second Floor, Sushant Lok Phase 1, Gurgaon - 122002, Near Peach Tree Complex","+(91)-9152232681","https://www.justdial.com/Delhi/Conquer-The-Success-Near-Peach-Tree-Complex-Sushant-Lok-Phase-1/011PXX11-XX11-100702145335-Y2Q2_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Goal Mentors","4.5","
														18														Votes
			","Building No : 34/1, Thokar No 6, Kalindi Kunj, Delhi - 110025","+(91)-9152459485","https://www.justdial.com/Delhi/Goal-Mentors-Kalindi-Kunj/011PXX11-XX11-191115003011-Y3U1_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Edulink Education Service","5.0","
														1														Votes
			","IP Extension, Patparganj, Delhi - 110092","+(91)-9152919243","https://www.justdial.com/Delhi/Edulink-Education-Service-Patparganj/011PXX11-XX11-151126110314-K9G9_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"1wellness Clinic","4.9","
														25														Votes
			","House Numebr D-53 (Basement), Sushant Lok 3, Gurgaon - 122102, Sector 57, Near Aloha Apartments","+(91)-9152863367","https://www.justdial.com/Delhi/1wellness-Clinic-Sector-57-Near-Aloha-Apartments/011PXX11-XX11-180218163955-T9L1_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Pria Warrick Finishing Scho..","4.2","
														89														Votes
			","B 495, New Friends Colony, Delhi - 110025","+(91)-9152661622","https://www.justdial.com/Delhi/Pria-Warrick-Finishing-School-New-Friends-Colony/011PXX11-XX11-150402104827-Q1J1_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Jetking Faridabad Learning ..","4.8","
														129														Votes
			","3rd Floor, G Sharma Plaza, Mathura Road, Faridabad Sector 20b, Faridabad - 121001, Opposite Metro Pillar Number-777, Near Neelam Ajronda Metro Station,","+(91)-9152457870","https://www.justdial.com/Delhi/Jetking-Faridabad-Learning-Center-Opposite-Metro-Pillar-Number-777-Near-Neelam-Ajronda-Metro-Station-Faridabad-Sector-20b/011PXX11-XX11-160322163108-I1R2_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Deep Success Mantra Service..","4.9","
														85														Votes
			","S-4 2nd Floor,Plot No 2, Manish Twin Plaza, Dwarka Sector 11, Delhi - 110075, Ashirwad Chowk","+(91)-9152894383","https://www.justdial.com/Delhi/Deep-Success-Mantra-Services-Ashirwad-Chowk-Dwarka-Sector-11/011PXX11-XX11-170927154020-S2J5_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Chaperone Genius","4.9","
														50														Votes
			","A-86, Rampuri, Surya Nagar, Ghaziabad - 201011, Near Mannat Farm House","+(91)-9999907099","https://www.justdial.com/Delhi/Chaperone-Genius-Near-Mannat-Farm-House-Surya-Nagar/011PXX11-XX11-130723170250-B2B6_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"AJ Info Edunet Pvt Ltd","4.7","
														187														Votes
			","Office No-303, Ocean Complex P-6, Noida Sector 18, Noida - 201301, Sector 18 Metro Station","+(91)-8750704090","https://www.justdial.com/Delhi/AJ-Info-Edunet-Pvt-Ltd-Sector-18-Metro-Station-Noida-Sector-18/011PXX11-XX11-180408172019-G9V1_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Noble Institute Of Professi..","4.2","
														52														Votes
			","Building No-13 Ashok Vihar Phase-1, Deep Market, Ashok Vihar 1, Delhi - 110052, Opp to PNB","+(91)-9152477743","https://www.justdial.com/Delhi/Noble-Institute-Of-Professional-Studies-Opp-to-PNB-Ashok-Vihar-1/011PXX11-XX11-130924161050-M6N2_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Career Companion Institute","4.7","
														75														Votes
			","294/1, Basement, 60 Feet Road, Chattarpur, Delhi - 110074, Corporation Bank","+(91)-9152845059","https://www.justdial.com/Delhi/Career-Companion-Institute-Corporation-Bank-Chattarpur/011PXX11-XX11-180306100510-V1C9_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Samyak Computer Classes","4.9","
														38														Votes
			","U16/29-30, Dlf City Phase 3, Gurgaon - 122010","+(91)-9152135126","https://www.justdial.com/Delhi/Samyak-Computer-Classes-Dlf-City-Phase-3/011PXX11-XX11-190906111453-W5I7_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Padho Global","4.2","
														28														Votes
			","B-28 Ansal Chamber 2, 6, Bhikaji Cama Place, Delhi - 110066, Near Panjab National Bank","+(91)-9152190764","https://www.justdial.com/Delhi/Padho-Global-Near-Panjab-National-Bank-Bhikaji-Cama-Place/011PXX11-XX11-150821122410-J3A4_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"IICS Computer Education","4.6","
														38														Votes
			","C4/91A Service Line Bank Road Yamuna Vihar, Bank Road Yamuna Vihar, Yamuna Vihar, Delhi - 110053","+(91)-011-41740063","https://www.justdial.com/Delhi/IICS-Computer-Education-Yamuna-Vihar/011PXX11-XX11-190119200019-A6Z3_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Brain Behaviour Research Fo..","4.7","
														46														Votes
			","1 Jawahar Lal Nehru Marg, Raj Ghat, Delhi - 110006, Near Delhi Gate Metro Station Gate No. 4","+(91)-11-23318575","https://www.justdial.com/Delhi/Brain-Behaviour-Research-Foundation-Of-India-Near-Delhi-Gate-Metro-Station-Gate-No-4-Raj-Ghat/011PXX11-XX11-140310093518-Z3T7_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Trident Educational Service..","4.8","
														4														Votes
			","A2~5/12, Sector 5 Rajender Nagar , Sahibabad, Opp DAV School, Rajendra Nagar Sector 5, Sahibabad - 201005","+(91)-8851644378","https://www.justdial.com/Delhi/Trident-Educational-Servicess-Rajendra-Nagar-Sector-5/011PXX11-XX11-131031211011-I6L4_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Successful Indian Counsello..","4.8","
														13														Votes
			","D Block, Rohini, Rohini Sector 6, Delhi - 110085","+(91)-9350132606","https://www.justdial.com/Delhi/Successful-Indian-Counsellors-Rohini-Sector-6/011PXX11-XX11-170316091016-G4G7_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Dr. Tripti Sakhuja","4.4","
														16														Votes
			","E 904, First Floor, Saraswati Vihar-Pitampura, Delhi - 110034","+(91)-9968834954","https://www.justdial.com/Delhi/Dr-Tripti-Sakhuja-Saraswati-Vihar-Pitampura/011PXX11-XX11-100202165627-L4I2_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Honhar Career Developers","3.9","
														14														Votes
			","House No.66, GTB Nagar, Old Gupta Colony, Delhi - 110009","+(91)-9873339696","https://www.justdial.com/Delhi/Honhar-Career-Developers-Old-Gupta-Colony/011P1232110981P2Y1F2_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Unleashed Minds Counselling..","4.8","
														19														Votes
			","L 102, Lajpat Nagar 2, Delhi - 110024","+(91)-8447194918","https://www.justdial.com/Delhi/Unleashed-Minds-Counselling-Services-Lajpat-Nagar-2/011PXX11-XX11-180413162329-S8B4_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Maestro Learning","4.1","
														42														Votes
			","Plot No - 203-204, D-14, Metro Pillar No -413, Rohini, Delhi - 110085","+(91)-9654440220","https://www.justdial.com/Delhi/Maestro-Learning-Rohini/011PXX11-XX11-180818121604-A8J4_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Reliance Educare","3.9","
														9														Votes
			","F-7 ,4th Floor, Noida Sector 3, noida - 201301, Backside HCL Services Ltd","+(91)-9278097661","https://www.justdial.com/Delhi/Reliance-Educare-Backside-HCL-Services-Ltd-Noida-Sector-3/011PXX11-XX11-170307213020-R7Z1_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Smart Future Point","4.6","
														74														Votes
			","Plot No 20, Block R, Budh Vihar Phase 1, Delhi - 110086, Ramleela Ground","+(91)-9210767600","https://www.justdial.com/Delhi/Smart-Future-Point-Ramleela-Ground-Budh-Vihar-Phase-1/011PXX11-XX11-130115183315-A7A4_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Dreamuny Centre Of Training..","4.7","
														6														Votes
			","Scf:-39, 2nd Floor, Part-2 Huda Market, Faridabad Sector 19, Faridabad - 121002, Near Sanjha Chulha","+(91)-11-4873370","https://www.justdial.com/Delhi/Dreamuny-Centre-Of-Training-Excellence-Near-Sanjha-Chulha-Faridabad-Sector-19/011PXX11-XX11-130402145528-M8W7_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Wizdom Gate","5.0","
														1														Votes
			","Level 4, Augusta Point, Golf Course Road, DLF, Gurgaon - 122002, Near Huda Market","+(91)-9810081128","https://www.justdial.com/Delhi/Wizdom-Gate-Near-Huda-Market-DLF/011PX124-X124-180202004531-L3V7_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Mindgroom Services Pvt Ltd","5.0","
														4														Votes
			","D-66, Chhatarpur Enclave, 100 Feet Road, Chhatarpur Enclave, Delhi - 110030, Near GD Goenka La Petite School","+(91)-9810281443","https://www.justdial.com/Delhi/Mindgroom-Services-Pvt-Ltd-Near-GD-Goenka-La-Petite-School-Chhatarpur-Enclave/011PXX11-XX11-180423133033-V3E1_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"English Cafe","4.9","
														52														Votes
			","Office No.265/22, Onkar Nagar B, Tri Nagar, Delhi - 110035, Opposite  Bloom Era Public School","+(91)-8860605910","https://www.justdial.com/Delhi/English-Cafe-Opposite-Bloom-Era-Public-School-Tri-Nagar/011PXX11-XX11-150416123216-Q8M3_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Soni INDIA Marketing Compan..","4.2","
														47														Votes
			","317 Saffron Complex, Fateganj, Vadodara - 390002, Near Narhari Hospital","+(91)-9328239000","https://www.justdial.com/Vadodara/Soni-INDIA-Marketing-Company-Near-Narhari-Hospital-Fateganj/0265PX265-X265-150813163648-F8W9_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Wesf","5.0","
														6														Votes
			","F-122, Katwaria Sarai, Delhi - 110016, Iit Delhi","+(91)-9152254008","https://www.justdial.com/Delhi/Wesf-Iit-Delhi-Katwaria-Sarai/011PXX11-XX11-190617120015-F6R7_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Edge Academy","4.2","
														382														Votes
			","1-B-24, Mahaveer Nagar Extension, Kota-Rajasthan - 324005, Opposite Agni Shaman Kendra","+(91)-9461155543","https://www.justdial.com/Kota-Rajasthan/Edge-Academy-Opposite-Agni-Shaman-Kendra-Mahaveer-Nagar-Extension/9999PX744-X744-170331115735-F2L2_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Pari Bharwani","4.2","
														5														Votes
			","18/8 Agicha House, R.A.K Marg, Wadala West, Mumbai - 400031, Opp to SBI Bank","+(91)-9152358762","https://www.justdial.com/Mumbai/Pari-Bharwani-Opp-to-SBI-Bank-Wadala-West/022PXX22-XX22-190704153229-Z3X4_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Arihant Group Of College","4.3","
														146														Votes
			","Vill. Shantershah Post. Dollatpur, Oppt. Hotel Sarover Portico Roorkee Haridwar Highway Distt. Haridwar, Haridwar - 249402, Near Cristal World","+(91)-9759385777","https://www.justdial.com/Haridwar/Arihant-Group-Of-College-Near-Cristal-World/9999P1334-1334-181026202127-B6M5_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
"Indian Hypnosis Institute","4.2","
														110														Votes
			","C Wing 705 B Mannubhai Tower, Sayaji Ganj, Vadodara - 390020, Opposite Art Faculty (M S University)","+(91)-9824876795","https://www.justdial.com/Vadodara/Indian-Hypnosis-Institute-Opposite-Art-Faculty-(M-S-University)-Sayaji-Ganj/0265PX265-X265-150318084659-V2P9_BZDET?xid=RGVsaGkgQ2FyZWVyIENvdW5zZWxsaW5nIENlbnRyZXM="
