"name","rating","votes","address","phone","link"
"Kavita Phumbhra","5.0","
														5														Votes
			","10C, Merlin Residency, 26, Prince Anwar Shah Road, Tollygunge, Kolkata - 700033, Opposite Navina Cinema","+(91)-9152876112","https://www.justdial.com/Kolkata/Kavita-Phumbhra-Opposite-Navina-Cinema-Tollygunge/033PXX33-XX33-191103124840-M4R6_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Dr Arnab Dutta","4.7","
														123														Votes
			","104/D, Raja Denendra Street, Shyambazar, Kolkata - 700004, Near Paresh Nath Mandir , Bharti Sangho Vyam Samiti","+(91)-9152874866","https://www.justdial.com/Kolkata/Dr-Arnab-Dutta-Near-Paresh-Nath-Mandir-Bharti-Sangho-Vyam-Samiti-Shyambazar/033PXX33-XX33-120525110219-R7Q2_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Educating & Caring Mind","4.6","
														15														Votes
			","83/57 Mallick Colony Dumdum, Dumdum Road, Motijhil, Kolkata - 700074, Opposite St Merry Scool, Beside Khadim Showroom","+(91)-9152556404","https://www.justdial.com/Kolkata/Educating-Caring-Mind-Opposite-St-Merry-Scool-Beside-Khadim-Showroom-Motijhil/033PXX33-XX33-200124135557-N1V9_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Mind Care Counselling Centr..","4.5","
														43														Votes
			","Mind Care Counselling Centre, A-25,Amarabati, Sodepur, Kolkata - 700110, Near Amarabati Bus Stop.","+(91)-8777097954","https://www.justdial.com/Kolkata/Mind-Care-Counselling-Centre-Near-Amarabati-Bus-Stop-Sodepur/033PXX33-XX33-180516225506-B7E8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Soni INDIA Marketing Compan..","4.2","
														47														Votes
			","317 Saffron Complex, Fateganj, Vadodara - 390002, Near Narhari Hospital","+(91)-9328239000","https://www.justdial.com/Vadodara/Soni-INDIA-Marketing-Company-Near-Narhari-Hospital-Fateganj/0265PX265-X265-150813163648-F8W9_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Wesf","5.0","
														6														Votes
			","F-122, Katwaria Sarai, Delhi - 110016, Iit Delhi","+(91)-9152254008","https://www.justdial.com/Delhi/Wesf-Iit-Delhi-Katwaria-Sarai/011PXX11-XX11-190617120015-F6R7_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Edge Academy","4.2","
														382														Votes
			","1-B-24, Mahaveer Nagar Extension, Kota-Rajasthan - 324005, Opposite Agni Shaman Kendra","+(91)-9461155543","https://www.justdial.com/Kota-Rajasthan/Edge-Academy-Opposite-Agni-Shaman-Kendra-Mahaveer-Nagar-Extension/9999PX744-X744-170331115735-F2L2_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Globus Education Group","4.8","
														2														Votes
			","2nd Floor,, Lalpur Chowk, Lalpur, Ranchi - 834001, Opp Kc Roy Memorial Hospital","+(91)-9152844732","https://www.justdial.com/Ranchi/Globus-Education-Group-Opp-Kc-Roy-Memorial-Hospital-Lalpur/0651PX651-X651-190108123525-Q8H7_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Pari Bharwani","4.2","
														5														Votes
			","18/8 Agicha House, R.A.K Marg, Wadala West, Mumbai - 400031, Opp to SBI Bank","+(91)-9152358762","https://www.justdial.com/Mumbai/Pari-Bharwani-Opp-to-SBI-Bank-Wadala-West/022PXX22-XX22-190704153229-Z3X4_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Arihant Group Of College","4.3","
														146														Votes
			","Vill. Shantershah Post. Dollatpur, Oppt. Hotel Sarover Portico Roorkee Haridwar Highway Distt. Haridwar, Haridwar - 249402, Near Cristal World","+(91)-9759385777","https://www.justdial.com/Haridwar/Arihant-Group-Of-College-Near-Cristal-World/9999P1334-1334-181026202127-B6M5_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Indian Hypnosis Institute","4.2","
														110														Votes
			","C Wing 705 B Mannubhai Tower, Sayaji Ganj, Vadodara - 390020, Opposite Art Faculty (M S University)","+(91)-9824876795","https://www.justdial.com/Vadodara/Indian-Hypnosis-Institute-Opposite-Art-Faculty-(M-S-University)-Sayaji-Ganj/0265PX265-X265-150318084659-V2P9_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Business Infotech","4.0","
														796														Votes
			","Plot No 32, 1st Floor, Zone 1, M P Nagar, Bhopal - 462011, Behind Batra Hospital","+(91)-9713088788","https://www.justdial.com/Bhopal/Business-Infotech-Behind-Batra-Hospital-M-P-Nagar/0755PX755-X755-150814140818-S4R8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Admission Valley","4.6","
														57														Votes
			","G4, Lower Ground Floor, GV Mall, Boring Road Chauraha, Boring Road, Patna - 800001, Opposite Sahara Building","+(91)-9152370307","https://www.justdial.com/Patna/Admission-Valley-Opposite-Sahara-Building-Boring-Road/0612PX612-X612-180208222206-N5V5_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Sanjeevani Career Guidance ..","4.9","
														232														Votes
			","70/33 - A, Bhairav Path , Patel Marg, Mansarovar, Jaipur - 302020","+(91)-9152371139","https://www.justdial.com/Jaipur/Sanjeevani-Career-Guidance-Counselling-Mansarovar/0141PX141-X141-150127234507-C9F8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"EXPERTIAN SKILL EMPOWERMENT..","4.5","
														20														Votes
			","400, Grand Trunk Road, Burdwan HO, Bardhaman - 713101, Near Dhal Dighi Petrol Pump","+(91)-9933346222","https://www.justdial.com/Bardhaman/EXPERTIAN-SKILL-EMPOWERMENT-PVT-LTD-Near-Dhal-Dighi-Petrol-Pump-Burdwan-HO/9999PX342-X342-181106130251-V8S1_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Career Solutions","5.0","
														9														Votes
			","K/F -1 First Floor, Sector 4, Bokaro - 827004, Near- Maruti Suzuki Showroom (Oppositie M Bazar)","+(91)-9152134439","https://www.justdial.com/Bokaro/Career-Solutions-Near-Maruti-Suzuki-Showroom-(Oppositie-M-Bazar)-Sector-4/9999P6542-6542-190302181357-L8L2_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Doon Ghati College Of Profe..","4.4","
														24														Votes
			","Prem Nagar Bazar, NH 72, Highway, Dehradun City, Dehradun - 248001, Near Sugar Meal","+(91)-9152707116","https://www.justdial.com/Dehradun/Doon-Ghati-College-Of-Professional-Education-Near-Sugar-Meal-Dehradun-City/9999PX135-X135-140623125851-I1X8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"My Shiksha Solutions","4.8","
														231														Votes
			","312,Third Floor, Okey Plus Square, Madhyam Marg, Mansarovar, Jaipur - 302020, Near Mansarovar Plaza","+(91)-9784171719","https://www.justdial.com/Jaipur/My-Shiksha-Solutions-Near-Mansarovar-Plaza-Mansarovar/0141PX141-X141-180829111324-D4A4_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Astro Agam","4.9","
														135														Votes
			","Flat No. 1008 ,Sky B Building,RSG The Universe ,Near Girja Vyas Petrol Pump Saveena, Hiran Magri, Udaipur-Rajasthan - 313002","+(91)-8107911911","https://www.justdial.com/Udaipur-Rajasthan/Astro-Agam-Hiran-Magri/9999PX294-X294-190408134457-N9D7_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Orissa Doot Consultancy Ser..","4.1","
														247														Votes
			","Plot No 733, Sahid Nagar, Bhubaneshwar - 751007, Near Maharsee College Road","+(91)-9152201551","https://www.justdial.com/Bhubaneshwar/Orissa-Doot-Consultancy-Service-Near-Maharsee-College-Road-Sahid-Nagar/0674PX674-X674-101111162915-E8G7_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Indian Career Consultants","4.3","
														198														Votes
			","20-21, 3rd Floor, L.B.S Market, Bhilwara Ho, Bhilwara - 311001, Near Gol Pyau Choraha","+(91)-9314282444","https://www.justdial.com/Bhilwara/Indian-Career-Consultants-Near-Gol-Pyau-Choraha-Bhilwara-Ho/9999P1482-1482-140930124424-Y6X8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Alfa Institute Of Medical S..","4.8","
														3														Votes
			","Berhampore, Murshidabad, N H 34, Berhampore, Murshidabad - 742101, Near Panchanantala Hotel Smart","+(91)-9152356428","https://www.justdial.com/Murshidabad/Alfa-Institute-Of-Medical-Science-Near-Panchanantala-Hotel-Smart-Berhampore/9999P3482-3482-180726140737-K3V8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Swami Vivekananda Universit..","4.4","
														70														Votes
			","Patel Market, Jabalpur Road, Sagar City, Sagar - 470002, Near Makroniya","+(91)-9152251822","https://www.justdial.com/Sagar/Swami-Vivekananda-University-And-Svn-Medical-Hospital-And-Research-Center-Near-Makroniya-Sagar-City/9999P7582-7582-141116204609-T6Y2_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Nakshatra Niketan","4.3","
														12														Votes
			","Shop No.102, Rajiv Gandhi Civik Centre, New Road Lokendra Talkies Circle, Ratlam HO, Ratlam - 457001, New Road","+(91)-9152473055","https://www.justdial.com/Ratlam/Nakshatra-Niketan-New-Road-Ratlam-HO/9999P7412-7412-131211211521-Q9Q3_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Swami Vivekanand University","4.2","
														725														Votes
			","City Office 10, University- Narsinghpur Road, Civil Line, Makronia, Sagar - 470004, Sironja","+(91)-9152560979","https://www.justdial.com/Sagar/Swami-Vivekanand-University-Sironja-Makronia/9999P7582-7582-140813154606-F8K8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"CENTRAL INSTITUTE OF HOTEL ..","4.8","
														3														Votes
			","23/H Anandapuri, Kolkata - 700122, Anandapuri Post Office","+(91)-9152647452","https://www.justdial.com/Kolkata/CENTRAL-INSTITUTE-OF-HOTEL-HOSPITALITY-MANAGEMENT-Anandapuri-Post-Office/033PXX33-XX33-200119210611-P7Z8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Indismart Group","4.1","
														1605														Votes
			","8/3,  X 1, Salt Lake Electric Complex, Salt Lake City, Salt Lake City Sector 5, Kolkata - 700091","+(91)-33-40101350","https://www.justdial.com/Kolkata/Indismart-Group-Salt-Lake-City-Sector-5/033PXX33-XX33-100104210915-W3G5_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Educational Consultant Kolk..","5.0","
														344														Votes
			","A-2 Eldorado Appartment, Narayantala West Lane, Baguiati, Kolkata - 700059, Pallishree Maidan","+(91)-7003870971","https://www.justdial.com/Kolkata/Educational-Consultant-Kolkata-Pallishree-Maidan-Baguiati/033PXX33-XX33-190115200024-T1C3_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"IPFC Academy","4.8","
														254														Votes
			","132A, S P Mukherjee Road(SKP Building,2nd Floor), Kalighat, Kolkata - 700026, Near Kalighat Metro Station (Gate No1)","+(91)-8334900449","https://www.justdial.com/Kolkata/IPFC-Academy-Near-Kalighat-Metro-Station-(Gate-No1)-Kalighat/033PXX33-XX33-190812103510-F8G9_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","4.3","
														194														Votes
			","P-411A,, Hemanta Mukherjee Sarani,, Gariahat, Kolkata - 700019, Police Station Garihat","+(91)-9152121118","https://www.justdial.com/Kolkata/NIIT-Ltd-Police-Station-Garihat-Gariahat/033PXX33-XX33-140618131815-Y9X5_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","4.0","
														193														Votes
			","Plot No 2, Central Road, Jadavpur, Kolkata - 700032, Oppst Jadavpur Univercity","+(91)-9152233561","https://www.justdial.com/Kolkata/NIIT-Ltd-Oppst-Jadavpur-Univercity-Jadavpur/033PXX33-XX33-140612174533-T9G3_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Caring Minds","4.1","
														171														Votes
			","54A, Sarat Bose Road, Bhawanipur, Kolkata - 700025, Oppsite Padmapukur Swimming Pool","+(91)-33-24751230","https://www.justdial.com/Kolkata/Caring-Minds-Oppsite-Padmapukur-Swimming-Pool-Bhawanipur/033PXX33-XX33-091030180003-E4L8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.8","
														153														Votes
			","EC - 20, Ground Floor, Salt Lake City Sector 1, Kolkata - 700064, Bidhan Nagar, Opposite to Hangout, City Center-1","+(91)-9152166606","https://www.justdial.com/Kolkata/NIIT-Ltd-Bidhan-Nagar-Opposite-to-Hangout-City-Center-1-Salt-Lake-City-Sector-1/033PXX33-XX33-140617131452-H7Z8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","4.2","
														127														Votes
			","123, 3rd Floor, Bidhan Sarani, Shyambazar, Kolkata - 700004, Beside Bagbazar BATA","+(91)-9152408140","https://www.justdial.com/Kolkata/NIIT-Ltd-Beside-Bagbazar-BATA-Shyambazar/033PXX33-XX33-150718123617-Y7I7_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Options And Ideas","4.0","
														101														Votes
			","28L, Flat No 1A, Ground Floor, Jheel Road, Dhakuria, Kolkata - 700031, Near Selimpur Bus Stop","+(91)-33-24050124","https://www.justdial.com/Kolkata/Options-And-Ideas-Near-Selimpur-Bus-Stop-Dhakuria/033PXX33-XX33-120521151230-J9D1_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Smile Education Consultancy","4.8","
														99														Votes
			","4 Arambagh Foodmart Building 3 Rd Floor, Lake West Road, Santoshpur, Kolkata - 700075, Near Santoshpur Lake Shib Mandir","+(91)-033-40628147","https://www.justdial.com/Kolkata/Smile-Education-Consultancy-Near-Santoshpur-Lake-Shib-Mandir-Santoshpur/033PXX33-XX33-110905064853-P1H5_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.8","
														96														Votes
			","Azimganj House 7, Camac Street, Kolkata - 700016","+(91)-9152157512","https://www.justdial.com/Kolkata/NIIT-Ltd-Camac-Street/033PXX33-XX33-140612154019-I7P6_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Punjab Technical University..","3.6","
														84														Votes
			","Block Bk 39, Salt Lake City Sector 2, Kolkata - 700091, Near Water Tank No 9","","https://www.justdial.com/Kolkata/Punjab-Technical-University-(Regional-Office)-Near-Water-Tank-No-9-Salt-Lake-City-Sector-2/033P38610_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Il&fs Education & Technolog..","2.6","
														74														Votes
			","11, 3rd Floor, Constantia, Dr U N Brahmachari Sarani, Kolkata - 700017, Lamartine For Girls  School","+(91)-33-22813642","https://www.justdial.com/Kolkata/Il-fs-Education-Technology-Services-Ltd-Lamartine-For-Girls-School/033P5011870_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.7","
														71														Votes
			","709 Flat 4b, 4th Floor, Diamond Harbour Road, Behala, Kolkata - 700034","+(91)-9152376031","https://www.justdial.com/Kolkata/NIIT-Ltd-Behala/033PXX33-XX33-140612182147-K1M9_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Vedscient English Communica..","4.8","
														64														Votes
			","D 25, Rajadanga Naba Pally, East Kolkata Township, Kolkata - 700107, Near Acropolis Mall","+(91)-9152701570","https://www.justdial.com/Kolkata/Vedscient-English-Communication-Creative-Education-Near-Acropolis-Mall-East-Kolkata-Township/033PXX33-XX33-181021100509-K4F7_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Career Dna","4.4","
														59														Votes
			","2/1C, Townshend Road, Bhawanipur, Kolkata - 700025, Near Ramesh Mitra-Townshend Road Crossing","+(91)-9330316016","https://www.justdial.com/Kolkata/Career-Dna-Near-Ramesh-Mitra-Townshend-Road-Crossing-Bhawanipur/033PXX33-XX33-140122132355-M7S8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Dr. Rupa Talukdar","4.2","
														58														Votes
			","Flat 3D 3rd Floor Shubham Appartment, 4H, Rashmoni Bazar Road, Beliaghata, Kolkata - 700010, Near SBI Bank","+(91)-9051815449","https://www.justdial.com/Kolkata/Dr-Rupa-Talukdar-Near-SBI-Bank-Beliaghata/033PXX33-XX33-111203141710-Z4R4_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Astraim Consultech Services..","5.0","
														57														Votes
			","28/S, Roy Bahadur Road,, New Alipur, Kolkata - 700053, Near Sneha Garden Complex","+(91)-9875631515","https://www.justdial.com/Kolkata/Astraim-Consultech-Services-LLP-Near-Sneha-Garden-Complex-New-Alipur/033PXX33-XX33-180526035007-D6F2_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Kolkata Hazra Centre","4.4","
														57														Votes
			","S.P. Mukherjee Road, Kolkata - 700047, Behind Basusree Cinema, HAZRA","+(91)-9152108974","https://www.justdial.com/Kolkata/NIIT-Kolkata-Hazra-Centre-Behind-Basusree-Cinema-HAZRA/033PXX33-XX33-140617142039-L3W8_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.9","
														54														Votes
			","111-B, 3rd Floor, Raja S. C. Mullick Road, Garia, Kolkata - 700084, Opposite Andrews College  Above SBI NULL","+(91)-9152134676","https://www.justdial.com/Kolkata/NIIT-Ltd-Opposite-Andrews-College-Above-SBI-NULL-Garia/033PXX33-XX33-140617144717-M5G4_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Canam Consultants Ltd","3.0","
														53														Votes
			","8, Ground Floor, HM Plaza Business Centre, A J C Bose Road, Circus Avenue, Kolkata - 700017","+(91)-33-22834310","https://www.justdial.com/Kolkata/Canam-Consultants-Ltd-Circus-Avenue/033PF005833_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Pal Consultancy","4.8","
														51														Votes
			","VINOD, Garfa Main Road,Garfa, Jadavpur, Kolkata - 700032, 2nd Floor","+(91)-9830705721","https://www.justdial.com/Kolkata/Pal-Consultancy-2nd-Floor-Jadavpur/033PXX33-XX33-160304101835-B3G7_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Mindyog","4.8","
														45														Votes
			","DN-2, 9th Floor, Signet Tower, Salt Lake City Sector 5, Kolkata - 700091, Near College More","+(91)-9073372300","https://www.justdial.com/Kolkata/Mindyog-Near-College-More-Salt-Lake-City-Sector-5/033PXX33-XX33-190914170546-H1Q3_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Career Care Guide","3.6","
														43														Votes
			","AG 52, Salt Lake City, Salt Lake City Sector 2, Kolkata - 700091, Near Baisakhi Island and Kestopur Foot Bridge","+(91)-9903856652","https://www.justdial.com/Kolkata/Career-Care-Guide-Near-Baisakhi-Island-and-Kestopur-Foot-Bridge-Salt-Lake-City-Sector-2/033PXX33-XX33-170624123113-X6U6_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"NIIT Ltd","3.5","
														40														Votes
			","63 Atindra Complex, 2nd Floor, Ghosh Para Road, 24 Parganas(N), Barrackpore, Kolkata - 700120","+(91)-9883317313","https://www.justdial.com/Kolkata/NIIT-Ltd-Barrackpore/033PXX33-XX33-140617093730-I9K7_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Hls INDIA","4.9","
														32														Votes
			","P 400 B, Keyatala Lane, Sarat Bose Road, Kolkata - 700029, Near Golpark","+(91)-33-24657631","https://www.justdial.com/Kolkata/Hls-INDIA-Near-Golpark-Sarat-Bose-Road/033PXX33-XX33-090626102312-I5T4_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Asutosh College Training Ce..","3.4","
														31														Votes
			","10, Basanta Bose Road, Kalighat, Kolkata - 700026, Near Jatin DAS Park Metro Station","+(91)-033-24191656","https://www.justdial.com/Kolkata/Asutosh-College-Training-Centre-Near-Jatin-DAS-Park-Metro-Station-Kalighat/033PXX33-XX33-140406221844-H5I3_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Global Reach (City Centre 1..","3.6","
														30														Votes
			","Shop No D 205, City Centre 1, Block D C, Salt Lake City Sector 1, Kolkata - 700064","+(91)-33-40063166","https://www.justdial.com/Kolkata/Global-Reach-(City-Centre-1)-Salt-Lake-City-Sector-1/033P50012_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
"Aims Global Consultants","3.9","
														29														Votes
			","6/1, 02nd Floor, Sarat Chatterjee Avenue, Lake Gardens, Kolkata - 700045, Opposite to Menoka Cinema","+(91)-33-24668899","https://www.justdial.com/Kolkata/Aims-Global-Consultants-Opposite-to-Menoka-Cinema-Lake-Gardens/033PXX33-XX33-160214120014-N7S5_BZDET?xid=S29sa2F0YSBDYXJlZXIgQ291bnNlbGxpbmcgQ2VudHJlcw=="
