"name","rating","votes","address","phone","link"
"Immrse Education Pvt Ltd","3.5","
														2														Votes
			","C 8/9/10 Satyam Shopping Center, M G Road, Ghatkopar East, Mumbai - 400077","+(91)-9152108508","https://www.justdial.com/Mumbai/Immrse-Education-Pvt-Ltd-Ghatkopar-East/022PXX22-XX22-190919172923-A9D5_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Balaji Institute Of Educati..","5.0","
														4														Votes
			","Flat No 51 Block 20 Sahani Colony, Navghar Road, Mulund East, Mumbai - 400081, Near Mulund Gymkhana","+(91)-9152408242","https://www.justdial.com/Mumbai/Balaji-Institute-Of-Education-Near-Mulund-Gymkhana-Mulund-East/022PXX22-XX22-181102184025-T3T6_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Shubham Learnings","4.6","
														27														Votes
			","2nd Floor,Sai Complex, Tarapur Road, Boisar, Palghar - 401501, Above Samrat Hotel","+(91)-9152464758","https://www.justdial.com/Mumbai/Shubham-Learnings-Above-Samrat-Hotel-Boisar/022PCLR20090331IROQ47834532_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Kulhari Speciality Counsell..","4.6","
														42														Votes
			","Office No 405, Nerul Commercial Centre, Agarawal Corner, Plot No 21,, Nerul, Navi Mumbai - 400706, Sector 21","+(91)-9152310317","https://www.justdial.com/Mumbai/Kulhari-Speciality-Counselling-Consultancy-Sector-21-Nerul/022PXX22-XX22-170622123945-S4L1_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Right Choice","4.8","
														46														Votes
			","201, Cosmos Avenue, Station Road, Thane West, Thane - 400601, Above Kumar Cloth Shop & Near Shiv Sagar Hotel","+(91)-9152802338","https://www.justdial.com/Mumbai/Right-Choice-Above-Kumar-Cloth-Shop-Near-Shiv-Sagar-Hotel-Thane-West/022PXX22-XX22-180802175409-J3V9_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Career Saarthi","5.0","
														3														Votes
			","C-1402,Oberoi Splendor, JVLR Road, Majas Agar-Jogeshwari East, Mumbai - 400060, Opposite Majas Bus Depot","+(91)-9152153043","https://www.justdial.com/Mumbai/Career-Saarthi-Opposite-Majas-Bus-Depot-Majas-Agar-Jogeshwari-East/022PXX22-XX22-190701193656-D8A3_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Speak Now Educational Insti..","4.7","
														34														Votes
			","Office No 301 3Rd Floor Business Square, Opp Railway Station, Andheri West, Mumbai - 400058","+(91)-22-49715557","https://www.justdial.com/Mumbai/Speak-Now-Educational-Institute-Andheri-West/022PXX22-XX22-170620141355-M9F3_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Genius Bridge","4.8","
														30														Votes
			","3 Jyoti Co Operative Housing Society,, Gokhale Road, Thane West, Thane - 400602, Behind McDonalds, Naupada","+(91)-9152223472","https://www.justdial.com/Mumbai/Genius-Bridge-Behind-McDonalds-Naupada-Thane-West/022PXX22-XX22-170908150451-M1Z7_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Brain Career Counselling Ce..","5.0","
														128														Votes
			","Shop No-2026, Ground  Floor, E Zone Mall, Malad West, Mumbai - 400064, Opposite Rustomjee Building, Above Kalki","+(91)-9152288347","https://www.justdial.com/Mumbai/Brain-Career-Counselling-Centre-Opposite-Rustomjee-Building-Above-Kalki-Malad-West/022PXX22-XX22-170414193636-T8C4_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Rajput Tutorials","5.0","
														6														Votes
			","103, Crystal Park, Plot No. 16, Road No. 6, Sector 19, New Panvel, Navi Mumbai - 410206, Opposite Fire Brigade","+(91)-9152489964","https://www.justdial.com/Mumbai/Rajput-Tutorials-Opposite-Fire-Brigade-New-Panvel/022PXX22-XX22-171115171624-F6A9_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Imagein Remedial Hub","4.0","
														5														Votes
			","A-1001 Shivdarshan Tower, Ahimsa Marg, Malad West, Mumbai - 400064, Near Infant Jesus School","+(91)-9082098256","https://www.justdial.com/Mumbai/Imagein-Remedial-Hub-Near-Infant-Jesus-School-Malad-West/022PXX22-XX22-131009222137-X4C2_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Anita Eliza","4.5","
														11														Votes
			","G 107, Hawri Fantasia Park, Sector 30 A, Vashi, Navi Mumbai - 400703, Behind Inorbit Mall, Opposite Vashi Railway Station","+(91)-9152281176","https://www.justdial.com/Mumbai/Anita-Eliza-Behind-Inorbit-Mall-Opposite-Vashi-Railway-Station-Vashi/022PXX22-XX22-151229155256-S8N6_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Manaswasthya Psychological ..","4.6","
														13														Votes
			","F/17, Shree Parshwa Industrial Estate, V P Road, Dombivli East, Thane - 421201, Behind Ram Chandra Talkies, Opposite Plasma Blood Bank, Near Manjunath Tower","+(91)-9152278472","https://www.justdial.com/Mumbai/Manaswasthya-Psychological-Counselling-Career-Guidance-Centre-Behind-Ram-Chandra-Talkies-Opposite-Plasma-Blood-Bank-Near-Manjunath-Tower-Dombivli-East/022PXX22-XX22-100822190609-E3E4_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Ninja Counselling","5.0","
														3														Votes
			","Sector -17, Vashi, Navi Mumbai - 400703, Near Arenja Corner","+(91)-9152842150","https://www.justdial.com/Mumbai/Ninja-Counselling-Near-Arenja-Corner-Vashi/022PXX22-XX22-190807175012-H3M7_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Smart Brain","4.7","
														156														Votes
			","Yogi Dhawan, Yogi Nagar, Borivali West, Mumbai - 400091","+(91)-9152384871","https://www.justdial.com/Mumbai/Smart-Brain-Borivali-West/022PXX22-XX22-170819163246-W9Q8_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Shrees Excellence","4.8","
														36														Votes
			","G125,  Express Zone, B Wing, Western Express Highway, Goregaon East, Mumbai - 400063, Near Patel Vanika","+(91)-9152368104","https://www.justdial.com/Mumbai/Shrees-Excellence-Near-Patel-Vanika-Goregaon-East/022PXX22-XX22-180314171018-D5E1_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Right Way","4.6","
														40														Votes
			","502, Orchid, Hiranandani Meadows, Off 2nd Pokhran Road, Thane West, Thane - 400610","+(91)-9819700693","https://www.justdial.com/Mumbai/Right-Way-Thane-West/022PXX22-XX22-160517094540-M6Q8_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Dr. Brenda Fernandes","4.5","
														66														Votes
			","1 Wing, Flat No 1/ B3, 3rd Floor, Sameer Society, I C Colony, Rishi Complex, Holy Cross Road, Borivali West, Mumbai - 400103, Near Cafe Coffee Day and YMCA Ground Near Dipti Blossom Society","+(91)-22-28954705","https://www.justdial.com/Mumbai/Dr-Brenda-Fernandes-Near-Cafe-Coffee-Day-and-YMCA-Ground-Near-Dipti-Blossom-Society-Borivali-West/022PXX22-XX22-110915141328-V4A3_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Bhairavi Thakkar Mind Space..","3.5","
														2														Votes
			","Phase 2, Yogi Hills, Mulund West, Mumbai - 400080, Near Veena Nagar,","+(91)-9152967721","https://www.justdial.com/Mumbai/Bhairavi-Thakkar-Mind-Space-Tough-Mind-Tender-Heart-Near-Veena-Nagar-Mulund-West/022PXX22-XX22-150520154517-J4C7_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Aavishkar Centre For Self E..","3.9","
														7														Votes
			","20 A,1st Floor,Chandan Mansion, Gokhale Road, Dadar West, Mumbai - 400028, Opposite Portuguese Church","+(91)-9152235415","https://www.justdial.com/Mumbai/Aavishkar-Centre-For-Self-Enrichment-Opposite-Portuguese-Church-Dadar-West/022PXX22-XX22-151028121206-X7K5_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Ramdhar Maheshwari Career C..","4.3","
														48														Votes
			","R S Campus, S V Road, Malad West, Mumbai - 400064, Opposite Bajaj Hall, Near Rmcc Gate No 7","+(91)-9152265801","https://www.justdial.com/Mumbai/Ramdhar-Maheshwari-Career-Counseling-Centre-Opposite-Bajaj-Hall-Near-Rmcc-Gate-No-7-Malad-West/022PXX22-XX22-150416162053-N1B2_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Re Education","4.8","
														9														Votes
			","Rutu Park Shop No 1/D2 Near Vrindavan,, Panchsheel Nagar, Thane West, Thane - 400601, Near Rabodi Police Station and Eastern Express Highway","+(91)-9152777235","https://www.justdial.com/Mumbai/Re-Education-Near-Rabodi-Police-Station-and-Eastern-Express-Highway-Thane-West/022PXX22-XX22-190808201600-W8Z8_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Will to Win","4.6","
														4														Votes
			","Shop No1, Adinath Cooperative Housing Society, Uthlasar, Thane West, Thane - 400601, Castle Mill Circle","+(91)-9152175945","https://www.justdial.com/Mumbai/Will-to-Win-Castle-Mill-Circle-Thane-West/022PXX22-XX22-181208095057-L7U7_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Vastu Shri Hari","4.3","
														2														Votes
			","13/19,matoshri, Janki Nagar, Kalwa, Thane - 400605","+(91)-9152575286","https://www.justdial.com/Mumbai/Vastu-Shri-Hari-Kalwa/022PXX22-XX22-171219131937-Y4B3_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Growth Centre INDIA Pvt Ltd","4.4","
														3664														Votes
			","5th Floor, Gagangiri Complex, 18th Road, Chembur East, Mumbai - 400071, Near Dr Ambedkar Udyan","+(91)-9152196971","https://www.justdial.com/Mumbai/Growth-Centre-INDIA-Pvt-Ltd-Near-Dr-Ambedkar-Udyan-Chembur-East/022PXX22-XX22-120625125413-Y8I1_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Way To Success","3.5","
														2														Votes
			","Shop No 2, Vijay Rachna Building Vijay Paradise Complex, Gokhivare Road, Vasai East, Palghar - 401208, Opposite Kashi Visheshwar Temple","+(91)-9152381055","https://www.justdial.com/Mumbai/Way-To-Success-Opposite-Kashi-Visheshwar-Temple-Vasai-East/022PXX22-XX22-191128172024-F5Q5_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Management Me","4.8","
														61														Votes
			","Lb 1077, Eaze Zone Mall, Sunder Nagar, Goregaon Mulund Link Road, Malad West, Mumbai - 400064, Opp Rustomjee Ozone","+(91)-8355824990","https://www.justdial.com/Mumbai/Management-Me-Opp-Rustomjee-Ozone-Malad-West/022PXX22-XX22-190325174748-M1T2_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Brain Master Center","4.6","
														14														Votes
			","RN 95 Saheli Bunglow, Near Milap Nagar Auto Stop Midc, Dombivli East, thane - 421201, Near Potoba Restaurant","+(91)-9152555760","https://www.justdial.com/Mumbai/Brain-Master-Center-Near-Potoba-Restaurant-Dombivli-East/022PXX22-XX22-190710133958-I5P6_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Kiran Testing Counselling  ..","5.0","
														2														Votes
			","A 202 Makwana Building Kankuwadi, Sir P M Road, Vile Parle East, Mumbai - 400057, Near Hanuman Temple","+(91)-9324612704","https://www.justdial.com/Mumbai/Kiran-Testing-Counselling-Remedial-Center-Near-Hanuman-Temple-Vile-Parle-East/022PXX22-XX22-181015030008-D9Z1_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Pioneer 360 Education","4.9","
														95														Votes
			","Ground Floor, Dakshlene Society , Brahmin Alley, Bhiwandi, Thane - 421308, Near Joshi Hospital","+(91)-02522-258641","https://www.justdial.com/Mumbai/Pioneer-360-Education-Near-Joshi-Hospital-Bhiwandi/022PXX22-XX22-171023121435-Q8H3_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Healing Touch","4.6","
														30														Votes
			","Shop No 3, Shiv Datta Society, Plot No 15, Palm Beach Road, Sanpada Sector 1, Navi Mumbai - 400703, Close to The Railway Track","+(91)-9152336157","https://www.justdial.com/Mumbai/Healing-Touch-Close-to-The-Railway-Track-Sanpada-Sector-1/022PXX22-XX22-160112110001-R1V8_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Drishti Counselling Centre","3.9","
														80														Votes
			","206, Midas Chambers, Fun Republic Lane, Andheri West, Mumbai - 400053, Near Balaji Telefilms","+(91)-9152232236","https://www.justdial.com/Mumbai/Drishti-Counselling-Centre-Near-Balaji-Telefilms-Andheri-West/022PGE24143_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Jayanti Debray","4.7","
														77														Votes
			","A806 Hubtown Sunmist, N.S Phadke Marg, Andheri East, Mumbai - 400069, Opposite Telligalli In Saibari","+(91)-9152269882","https://www.justdial.com/Mumbai/Jayanti-Debray-Opposite-Telligalli-In-Saibari-Andheri-East/022PXX22-XX22-120815180143-Z4Z7_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Pursuit Career Managers","5.0","
														53														Votes
			","Office No 302, Galaxy Arcade, MG Road, Vile Parle East, Mumbai - 400057, Above Bhagwan Cut Piece Store","+(91)-9152211258","https://www.justdial.com/Mumbai/Pursuit-Career-Managers-Above-Bhagwan-Cut-Piece-Store-Vile-Parle-East/022PXX22-XX22-140917174326-B3I2_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Dr. Jinita Malhotra","4.6","
														47														Votes
			","Powai Nook Apartment, Ground Floor, Powai, Mumbai - 400076, Near Tirandaz Municipal School, IIT Main Gate","+(91)-9820837085","https://www.justdial.com/Mumbai/Dr-Jinita-Malhotra-Near-Tirandaz-Municipal-School-IIT-Main-Gate-Powai/022PXX22-XX22-120127145501-Z2D5_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Harjai Global Gurukul","4.7","
														34														Votes
			","303, Advent Atria, Chincoli Bunder Road, Malad West, Mumbai - 400064, Opposite  Kingstone Tower","+(91)-9152313498","https://www.justdial.com/Mumbai/Harjai-Global-Gurukul-Opposite-Kingstone-Tower-Malad-West/022PXX22-XX22-150603130517-H8I7_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Prasad Psychological Counse..","5.0","
														6														Votes
			","Shop No.2, Shree Bhuvan Society, Lokmanya Tilak Road, Dahisar, Mumbai - 400068, Next to Canara Bank","+(91)-9152362214","https://www.justdial.com/Mumbai/Prasad-Psychological-Counseling-and-Pranic-Healing-Centre-Next-to-Canara-Bank-Dahisar/022PXX22-XX22-140326175432-K6F3_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Mayurpankh Counselling & Tr..","4.6","
														107														Votes
			","Ground Floor, Modh Vanik Vidyarthi Bhavan, Dadar East, Mumbai - 400014, Behind Shah Travels Agency, Next to Yogi Sabhagruh, Near Swami Narayan Temple","+(91)-9152269883","https://www.justdial.com/Mumbai/Mayurpankh-Counselling-Training-Centre-Behind-Shah-Travels-Agency-Next-to-Yogi-Sabhagruh-Near-Swami-Narayan-Temple-Dadar-East/022PXX22-XX22-120817215059-Q3Z5_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Talent Mantras Multiactivit..","4.9","
														16														Votes
			","1st Floor,Lok Seva Sangh School, Naigaon,, M J Phule  Road, Dadar East, Mumbai - 400014, Opposite Dadar Railway Station","+(91)-9987259335","https://www.justdial.com/Mumbai/Talent-Mantras-Multiactivity-Center-Opposite-Dadar-Railway-Station-Dadar-East/022PXX22-XX22-190329144337-V7U6_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Shree Vaishnavis Commerce A..","4.7","
														50														Votes
			","Shop No 2, Barrek No 530/2, Near Jai Shankar Ice-cream, Ulhasnagar No 2, Thane - 421002, Opposite R S Fancy Store, Jhulelal Bazaar","+(91)-9112192661","https://www.justdial.com/Mumbai/Shree-Vaishnavis-Commerce-Academy-Opposite-R-S-Fancy-Store-Jhulelal-Bazaar-Ulhasnagar-No-2/022PXX22-XX22-150505124716-Q9W7_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Talent Mantras","4.8","
														37														Votes
			","B 21 The Ghatkopar New Happy Home CHS Ltd., Tilak Road, Ghatkopar East, Mumbai - 400077, Opp Gurukrupa Hotel","+(91)-9987259335","https://www.justdial.com/Mumbai/Talent-Mantras-Opp-Gurukrupa-Hotel-Ghatkopar-East/022PXX22-XX22-160515002701-Y1W6_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Madhav Classes","5.0","
														1														Votes
			","Shop No.45,Kesar Garden,, Sector 20, Kharghar, Navi Mumbai - 410210, Opposite Ram Sheth Thakur Public School","+(91)-9152104948","https://www.justdial.com/Mumbai/Madhav-Classes-Opposite-Ram-Sheth-Thakur-Public-School-Kharghar/022PXX22-XX22-151115000031-A8C6_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Inspire Career Counselling","4.9","
														863														Votes
			","601/B, Jerome Apartment, Santacruz East, Mumbai - 400098, Kalina, Near Creative Industries, Kalina","+(91)-9152234440","https://www.justdial.com/Mumbai/Inspire-Career-Counselling-Kalina-Near-Creative-Industries-Kalina-Santacruz-East/022PXX22-XX22-130321180033-D3G6_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"Cogito Training & Counselin..","4.3","
														7														Votes
			","529, A Wing, Main Frame Building, Goregaon East, Mumbai - 400065, Inside Royal Palms, Aarey Milk Colony","+(91)-9869018775","https://www.justdial.com/Mumbai/Cogito-Training-Counseling-Centre-Inside-Royal-Palms-Aarey-Milk-Colony-Goregaon-East/022PXX22-XX22-090827142802-U1L9_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
"M & P Mindtransformer","4.9","
														5														Votes
			","So Lucky Building,Office No.1&2, 54 M.G.Road, Vile Parle East, Mumbai - 400057, Above Sunder Hotel","+(91)-9152450079","https://www.justdial.com/Mumbai/M-P-Mindtransformer-Above-Sunder-Hotel-Vile-Parle-East/022PXX22-XX22-181021170504-P3H6_BZDET?xid=TXVtYmFpIENhcmVlciBDb3Vuc2VsbGluZyBDZW50cmVz"
